Title,Director,Cast,Genre,Year
The High Cost of Loving,Jose Ferrer,"Jose Ferrer, Gena Rowlands",Drama,1958
High Hell,Burt Balaban,"Elaine Stewart, John Derek",Drama,1958
High School Confidential,Jack Arnold,"Mamie Van Doren, Russ Tamblyn, Diane Jergens","Comedy, Drama",1958
Home Before Dark,Mervyn LeRoy,"Jean Simmons, Rhonda Fleming",Drama,1958
Hong Kong Confidential,Edward L. Cahn,"Gene Barry, Beverly Tyler, Allison Hayes",Thriller,1958
The Hot Angel,Joe Parker,"Jackie Loughery, Ed Kemmer",Drama,1958
Hot Car Girl,Bernard Kowalski,June Kenney,Drama,1958
Hot Rod Gang,Lew Landers,"John Ashley, Gene Vincent",Drama,1958
Hot Spell,Daniel Mann,"Anthony Quinn, Shirley MacLaine",Drama,1958
Houseboat,Melville Shavelson,"Cary Grant, Sophia Loren",Romantic comedy,1958
How to Make a Monster,Herbert L. Strock,"Robert H. Harris, Gary Conway",Horror,1958
The Hunters,Dick Powell,"Robert Mitchum, Robert Wagner, Richard Egan, Lee Philips, May Britt",War,1958
I Accuse!,Jose Ferrer,"Jose Ferrer, Viveca Lindfors",Drama,1958
I Bury the Living,Albert Band,"Richard Boone, Theodore Bikel",Horror,1958
I Married a Monster from Outer Space,Gene Fowler Jr.,"Tom Tryon, Gloria Talbott",Science fiction,1958
I Married a Woman,Hal Kanter,"George Gobel, Diana Dors",Comedy,1958
"I, Mobster",Roger Corman,"Steve Cochran, Celia Lovsky",Crime,1958
I Want to Live!,Robert Wise,"Susan Hayward, Simon Oakland, Theodore Bikel",Biography,1958
Imitation General,George Marshall,"Glenn Ford, Red Buttons, Taina Elg",War comedy,1958
In Love and War,Philip Dunne,"Robert Wagner, Dana Wynter, Sheree North, Jeffrey Hunter, Hope Lange",War,1958
In the Money,William Beaudine,"Huntz Hall, Stanley Clements",Comedy,1958
Indiscreet,Stanley Donen,"Ingrid Bergman, Cary Grant",Romantic comedy,1958
The Inn of the Sixth Happiness,Mark Robson,"Ingrid Bergman, Curt Jurgens, Robert Donat",Biography,1958
Invisible Avenger,James Wong Howe,"Richard Derr, Helen Westcott",Crime,1958
Island Women,William Berke,"Marie Windsor, Vince Edwards",Drama,1958
It! The Terror from Beyond Space,Edward L. Cahn,Marshall Thompson,Science-fiction,1958
Jet Attack,Edward L. Cahn,"John Agar, Audrey Totter",War,1958
Johnny Rocco,Paul Landres,"Coleen Gray, Richard Eyer",Crime,1958
Joy Ride,Edward Bernds,"Regis Toomey, Ann Doran",Crime,1958
Juvenile Jungle,William Witney,"Rebecca Welles, Corey Allen",Drama,1958
Kathy O',Jack Sher,"Dan Duryea, Jan Sterling, Patty McCormack, Mary Fickett","Comedy, Drama",1958
The Key,Carol Reed,"Sophia Loren, William Holden",Drama,1958
King Creole,Michael Curtiz,"Elvis Presley, Vic Morrow, Dean Jagger, Carolyn Jones, Walter Matthau",Drama,1958
Kings Go Forth,Delmer Daves,"Frank Sinatra, Tony Curtis, Natalie Wood",War,1958
Knighty Knight Bugs,Friz Freleng,Mel Blanc (voice),Animated,1958
The Lady Takes a Flyer,Jack Arnold,"Lana Turner, Jeff Chandler",Romance,1958
Lafayette Escadrille,William A. Wellman,"Tab Hunter, David Janssen, Will Hutchins",War,1958
The Last Hurrah,John Ford,"Spencer Tracy, Pat O'Brien, Jeffrey Hunter, Dianne Foster, Basil Rathbone",Drama,1958
The Last of the Fast Guns,George Sherman,"Jock Mahoney, Gilbert Roland, Linda Cristal",Western,1958
The Law and Jake Wade,John Sturges,"Robert Taylor, Richard Widmark",Western,1958
The Left Handed Gun,Arthur Penn,"Paul Newman, Lita Milan, John Dehner","Western, Biography",1958
Let's Rock,Harry Foster,"Julius LaRosa, Phyllis Newman",Musical,1958
Life Begins at 17,Arthur Dreifuss,"Mark Damon, Luana Anders",Drama,1958
The Light in the Forest,Herschel Daugherty,"Fess Parker, Wendell Corey, Joanne Dru",Family,1958
The Lineup,Don Siegel,"Eli Wallach, Robert Keith, Richard Jaeckel",Film noir,1958
"Live Fast, Die Young",Paul Henreid,"Mary Murphy, Norma Eberhardt, Mike Connors",Film noir,1958
Lonelyhearts,Vincent J. Donehue,"Montgomery Clift, Myrna Loy, Maureen Stapleton, Robert Ryan, Dolores Hart",Film noir,1958
The Lone Ranger and the Lost City of Gold,Lesley Selander,"Clayton Moore, Jay Silverheels",Western,1958
"The Long, Hot Summer",Martin Ritt,"Paul Newman, Orson Welles, Joanne Woodward, Angela Lansbury, Anthony Franciosa, Lee Remick",Drama,1958
"Lost, Lonely and Vicious",Frank Myers,"Lilyan Chauvin, Carol Nugent, Sandra Giles",Drama,1958
Lost Lagoon,John Rawlins,"Jeffrey Lynn, Peter Donat",Drama,1958
The Lost Missile,William Berke,"Robert Loggia, Phillip Pine",Science fiction,1958
Macabre,William Castle,"William Prince, Christine White",Horror Allied Artists,1958
Machete,Kurt Neumann,"Mari Blanchard, Albert Dekker, Lee Van Cleef",Drama,1958
Machine-Gun Kelly,Roger Corman,"Charles Bronson, Susan Cabot",Crime,1958
Man in the Shadow,Jack Arnold,"Jeff Chandler, Orson Welles, Colleen Miller, Ben Alexander, Barbara Lawrence","Crime, Western",1958
Man from God's Country,Paul Landres,"George Montgomery, Randy Stuart",Western,1958
Man of the West,Anthony Mann,"Gary Cooper, Lee J. Cobb, Julie London, Jack Lord, Arthur O'Connell, John Dehner",Western,1958
Man or Gun,Albert C. Gannaway,"Macdonald Carey, Audrey Totter",Western,1958
The Man Who Died Twice,Joseph Kane,"Rod Cameron, Vera Ralston",Drama,1958
Maracaibo,Cornel Wilde,"Cornel Wilde, Jean Wallace",Drama,1958
Mardi Gras,Edmund Goulding,"Pat Boone, Christine Carère",Musical,1958
Marjorie Morningstar,Irving Rapper,"Natalie Wood, Gene Kelly, Claire Trevor, Ed Wynn, Carolyn Jones, Martin Milner",Melodrama,1958
The Matchmaker,Joseph Anthony,"Shirley Booth, Shirley MacLaine, Anthony Perkins",Romantic comedy,1958
Me and the Colonel,Peter Glenville,"Danny Kaye, Nicole Maurey",War comedy,1958
Merry Andrew,Michael Kidd,"Danny Kaye, Pier Angeli",Musical comedy,1958
Missile to the Moon,Richard E. Cunha,"Richard Travis, Cathy Downs",Science fiction,1958
The Missouri Traveler,Jerry Hopper,"Brandon deWilde, Lee Marvin",Drama,1958
"Money, Women and Guns",Richard Bartlett,"Jock Mahoney, Kim Hunter, Tim Hovey",Western,1958
Monster on the Campus,Jack Arnold,"Arthur Franz, Joanna Moore",Science fiction,1958
A Movie,Bruce Conner,,Experimental short,1958
The Mugger,William Berke,"Kent Smith, Nan Martin, James Franciscus",Drama,1958
Murder by Contract,Irving Lerner,"Vince Edwards, Phillip Pine",Film noir,1958
The Naked and the Dead,Raoul Walsh,"Cliff Robertson, Raymond Massey Aldo Ray",War,1958
The Naked Earth,Vincent Sherman,"Richard Todd, Juliette Gréco",Drama,1958
The Naked Maja,Henry Koster,"Ava Gardner, Anthony Franciosa",Adventure,1958
A Nice Little Bank That Should Be Robbed,Henry Levin,"Tom Ewell, Mickey Rooney, Dina Merrill",Crime comedy,1958
No Place to Land,Albert C. Gannaway,"John Ireland, Mari Blanchard, Gail Russell",Drama,1958
No Time for Sergeants,Mervyn LeRoy,"Andy Griffith, Nick Adams, Myron McCormick, Murray Hamilton, Will Hutchins, Dub Taylor, Don Knotts",Comedy,1958
The Notorious Mr. Monks,Joseph Kane,"Vera Ralston, Luana Anders",Drama,1958
Oil's Well That Ends Well,Jules White,The Three Stooges,Slapstick,1958
The Old Man and the Sea,John Sturges,Spencer Tracy,Adventure,1958
Once Upon a Horse...,Hal Kanter,"Dan Rowan, Dick Martin, Martha Hyer, Leif Erickson, Nita Talbot",Western,1958
Onionhead,Norman Taurog,"Andy Griffith, Walter Matthau, Joey Bishop, Felicia Farr, James Gregory, Erin O'Brien","Drama, Comedy",1958
Outcasts of the City,Boris Petroff,"Osa Massen, Robert Hutton",Drama,1958
Paris Holiday,Gerd Oswald,"Bob Hope, Fernandel, Anita Ekberg",Comedy,1958
The Party Crashers,Bernard Girard,"Frances Farmer, Doris Dowling, Connie Stevens",Drama,1958
Party Girl,Nicholas Ray,"Cyd Charisse, Robert Taylor, Lee J. Cobb",Film noir,1958
The Perfect Furlough,Blake Edwards,"Tony Curtis, Janet Leigh, Linda Cristal",Comedy,1958
Pies and Guys,Jules White,Three Stooges,Slapstick,1958
Pre-Hysterical Hare,Robert McKimson,Bugs Bunny,Animated,1958
The Proud Rebel,Michael Curtiz,"Alan Ladd, Olivia de Havilland, Dean Jagger",Western,1958
Quantrill's Raiders,Edward Bernds,"Steve Cochran, Diane Brewster",Western,1958
Queen of Outer Space,Edward Bernds,"Zsa Zsa Gabor, Eric Fleming",Science fiction,1958
The Quiet American,Joseph L. Mankiewicz,"Audie Murphy, Michael Redgrave",War,1958
Quiz Whizz,Jules White,The Three Stooges,Slapstick,1958
"Rally Round the Flag, Boys!",Leo McCarey,"Paul Newman, Joanne Woodward, Joan Collins",Comedy,1958
Raw Wind in Eden,Richard Wilson,"Esther Williams, Jeff Chandler, Rossana Podestà",Film noir,1958
The Reluctant Debutante,Vincente Minnelli,"Rex Harrison, Kay Kendall",Romantic comedy,1958
The Restless Years,Helmut Käutner,"John Saxon, Sandra Dee",Film noir,1958
The Return of Dracula,Paul Landres,"Francis Lederer, Norma Eberhardt",Horror,1958
Return of the Fly,Edward Bernds,Vincent Price,Horror,1958
Return to Warbow,Ray Nazarro,"Philip Carey, Catherine McLeod",Western,1958
Revolt in the Big House,R. G. Springsteen,"Gene Evans, Robert Blake",Crime,1958
Ride a Crooked Trail,Jesse Hibbs,"Audie Murphy, Gia Scala, Henry Silva, Walter Matthau",Western,1958
Robin Hood Daffy,Charles M. Jones,Daffy Duck,Animated,1958
Robin Hoodwinked,Hanna-Barbera,Tom and Jerry,Animated,1958
Rock-A-Bye Baby,Frank Tashlin,"Jerry Lewis, Marilyn Maxwell, Connie Stevens",Comedy,1958
The Roots of Heaven,John Huston,"Errol Flynn, Trevor Howard",Adventure,1958
Royal Cat Nap,Hanna-Barbera,Tom and Jerry,Animated,1958
"Run Silent, Run Deep",Robert Wise,"Clark Gable, Burt Lancaster, Jack Warden, Brad Dexter, Don Rickles",War,1958
Rx Murder,Derek Twist,"Rick Jason, Lisa Gastoni, Marius Goring",Crime,1958
Saddle the Wind,Robert Parrish,"Robert Taylor, John Cassavetes, Julie London",Western,1958
The Saga of Hemp Brown,Richard Carlson,"Rory Calhoun, Beverly Garland, John Larch",Western,1958
Screaming Mimi,Gerd Oswald,"Anita Ekberg, Philip Carey, Gypsy Rose Lee",Film noir,1958
The Screaming Skull,Alex Nicol,"John Hudson, Peggy Webber",Science-fiction,1958
Senior Prom,David Lowell Rich,"Jill Corey, Paul Hampton",Musical,1958
Separate Tables,Delbert Mann,"David Niven, Deborah Kerr, Burt Lancaster, Wendy Hiller, Gladys Cooper, Rita Hayworth",Drama,1958
Seven Hills of Rome,Roy Rowland,"Mario Lanza, Peggie Castle",Musical,1958
The Seventh Voyage of Sinbad,Nathan H. Juran,"Kerwin Mathews, Kathryn Grant",Fantasy,1958
She Demons,Richard Cunha,Irish McCalla,Sci-fi,1958
She Gods of Shark Reef,Roger Corman,"Lisa Montell, Don Durant",Thriller,1958
The Sheepman,George Marshall,"Glenn Ford, Shirley MacLaine",Western,1958
Showdown at Boot Hill,Gene Fowler Jr.,"Charles Bronson, Carole Mathews",Western,1958
Sierra Baron,James B. Clark,"Brian Keith, Mala Powers, Rita Gam",Western,1958
"Sing, Boy, Sing",Henry Ephron,"Tommy Sands, Lili Gentle, Edmond O'Brien",Musical,1958
Some Came Running,Vincente Minnelli,"Frank Sinatra, Dean Martin, Shirley MacLaine",Drama,1958
The Son of Robin Hood,George Sherman,"David Hedison, June Laverick",Adventure,1958
South Pacific,Joshua Logan,"Mitzi Gaynor, Rossano Brazzi, John Kerr, France Nuyen, Juanita Hall, Ray Walston","Musical, War",1958
The Space Children,Jack Arnold,"Michel Rey, Adam Williams, Peggy Webber",Sci-fi,1958
Space Master X-7,Edward Bernds,"Bill Williams, Lyn Thomas",Sci-fi,1958
St. Louis Blues,Allen Reisner,"Nat King Cole, Pearl Bailey, Cab Calloway, Ella Fitzgerald, Mahalia Jackson, Eartha Kitt",Musical,1958
Stage Struck,Sidney Lumet,"Henry Fonda, Susan Strasberg, Joan Greenwood",Drama,1958
Stakeout on Dope Street,Irvin Kershner,Abby Dalton,Crime,1958
Step Down to Terror,Harry Keller,"Colleen Miller, Rod Taylor",Film noir,1958
Street of Darkness,Robert G. Walker,"Robert Keys, Julie Gibson",Adventure,1958
Suicide Battalion,Edward L. Cahn,Mike Connors,War,1958
Summer Love,Charles F. Haas,"John Saxon, Molly Bee, Jill St. John",Comedy,1958
Sweet and Hot,Jules White,The Three Stooges,Slapstick,1958
Tarawa Beachhead,Paul Wendkos,"Ray Danton, Julie Adams",War,1958
The Tarnished Angels,Douglas Sirk,"Robert Stack, Rock Hudson, Dorothy Malone",Drama,1958
Tarzan's Fight for Life,H. Bruce Humberstone,"Gordon Scott, Eve Brent",Adventure,1958
Teacher's Pet,George Seaton,"Clark Gable, Doris Day",Romantic comedy,1958
Teenage Cave Man,Roger Corman,Robert Vaughn,Sci-fi,1958
Ten Days to Tulara,George Sherman,"Sterling Hayden, Rafael Alcayde",Adventure,1958
Ten North Frederick,Philip Dunne,"Gary Cooper, Geraldine Fitzgerald, Suzy Parker",Drama,1958
Terror from the Year 5000,"Robert Gurney, Jr.","Salome Jens, Ward Costello",Sci-fi,1958
Terror in a Texas Town,Joseph H. Lewis,"Sterling Hayden, Sebastian Cabot",Western,1958
The Thing That Couldn't Die,Will Cowan,"William Reynolds, Andra Martin",Sci-fi,1958
This Angry Age,Rene Clement,"Anthony Perkins, Silvana Mangano, Richard Conte",Drama,1958
Thundering Jets,Helmut Dantine,"Audrey Dalton, Rex Reason",Drama,1958
Thunder Road,Arthur Ripley,"Robert Mitchum, Gene Barry, Keely Smith",Crime drama,1958
A Time to Love and a Time to Die,Douglas Sirk,"John Gavin, Liselotte Pulver, Jock Mahoney",Drama,1958
Tom Thumb,George Pal,"Russ Tamblyn, Alan Young, Terry-Thomas",Musical,1958
Tonka,Lewis R. Foster,"Sal Mineo, Philip Carey",Adventure,1958
"Too Much, Too Soon",Art Napoleon,"Dorothy Malone, Errol Flynn, Efrem Zimbalist Jr.",Biography,1958
Torpedo Run,Joseph Pevney,"Glenn Ford, Ernest Borgnine, Diane Brewster",War,1958
Tortilla Flaps,Bob McKimson,Looney Tunes,Animated,1958
Tot Watchers,"William Hanna, Joseph Barbera",Tom and Jerry,Cartoon short,1958
Touch of Evil,Orson Welles,"Charlton Heston, Janet Leigh, Orson Welles, Joseph Calleia, Akim Tamiroff, Marlene Dietrich",Film noir,1958
Toughest Gun in Tombstone,Earl Bellamy,"George Montgomery, Beverly Tyler",Western,1958
The True Story of Lynn Stuart,Lewis Seiler,"Betsy Palmer, Jack Lord",Biography,1958
The Tunnel of Love,Gene Kelly,"Doris Day, Richard Widmark",Romantic comedy,1958
Twilight for the Gods,Joseph Pevney,"Rock Hudson, Cyd Charisse, Arthur Kennedy",Adventure,1958
Underwater Warrior,Andrew Marton,"Dan Dailey, James Gregory",War,1958
Vertigo,Alfred Hitchcock,"James Stewart, Kim Novak, Barbara Bel Geddes",Film noir,1958
The Vikings,Richard Fleischer,"Kirk Douglas, Tony Curtis, Ernest Borgnine, Janet Leigh, James Donald",Adventure,1958
Violent Road,Howard W. Koch,"Efrem Zimbalist Jr., Brian Keith",Drama,1958
Villa!!,James B. Clark,"Brian Keith, Cesar Romero, Margia Dean",Western,1958
Voice in the Mirror,Harry Keller,"Richard Egan, Julie London, Walter Matthau",Film noir,1958
War of the Colossal Beast,Bert I. Gordon,Sally Fraser,Science fiction,1958
War of the Satellites,Roger Corman,"Dick Miller, Susan Cabot",Science fiction,1958
When Hell Broke Loose,Kenneth Crane,"Charles Bronson, Richard Jaeckel",War,1958
White Wilderness,James Algar,,Documentary,1958
The Whole Truth,John Guillermin,"Stewart Granger, Donna Reed",Crime drama,1958
Wild Heritage,Charles Haas,"Will Rogers Jr., Maureen O'Sullivan",Western,1958
Wild Women of Wongo,James L. Wolcott,,Fantasy,1958
Wind Across the Everglades,Nicholas Ray,"Burl Ives, Christopher Plummer",Drama,1958
Windjammer,"Bill Colleran, Louis De Rochemont III",,Documentary,1958
Wink of an Eye,Winston Jones,"Doris Dowling, Barbara Turner",Comedy,1958
Wolf Dog,Sam Newfield,"Allison Hayes, Jim Davis",Drama,1958
Wolf Larsen,Harmon Jones,"Barry Sullivan, Peter Graves",Adventure,1958
The World Was His Jury,Fred F. Sears,"Edmond O'Brien, Mona Freeman",Drama,1958
Young and Wild,William Witney,"Gene Evans, Scott Marlowe",Crime,1958
The Young Lions,Edward Dmytryk,"Marlon Brando, Montgomery Clift, Dean Martin, Barbara Rush, Hope Lange, May Britt",War drama,1958
-30-,Jack Webb,"Jack Webb, William Conrad",Drama,1959
4D Man,Irvin S. Yeaworth Jr.,"Robert Lansing, Lee Meriwether",Sci-fi,1959
The 30 Foot Bride of Candy Rock,Sidney Miller,"Lou Costello, Dorothy Provine",Comedy,1959
Alaska Passage,Edward Bernds,"Lyn Thomas, Bill Williams",Drama,1959
Al Capone,Richard Wilson,"Rod Steiger, Nehemiah Persoff, James Gregory, Fay Spain",Biography,1959
Alias Jesse James,Norman Z. McLeod,"Bob Hope, Rhonda Fleming",Western comedy,1959
The Alligator People,Roy Del Ruth,"Beverly Garland, Bruce Bennett",Horror,1959
Anatomy of a Murder,Otto Preminger,"James Stewart, Lee Remick, George C. Scott, Ben Gazzara, Arthur O'Connell, Eve Arden, Joseph N. Welch, Kathryn Grant",Crime drama,1959
The Angry Hills,Robert Aldrich,"Robert Mitchum, Stanley Baker, Gia Scala",War,1959
The Angry Red Planet,Ib Melchior,"Gerald Mohr, Naura Hayden",Sci-fi,1959
Arson for Hire,Thor L. Brooks,"Steve Brodie, Lyn Osborn",Crime,1959
The Atomic Submarine,Spencer Gordon Bennet,"Arthur Franz, Dick Foran",Sci-fi,1959
Ask Any Girl,Charles Walters,"David Niven, Shirley MacLaine, Gig Young, Rod Taylor",Comedy,1959
Attack of the Giant Leeches,Bernard L. Kowalski,"Ken Clarke, Yvette Vickers",Sci-fi,1959
The Bat,Crane Wilbur,"Vincent Price, Agnes Moorehead, Darla Hood",Sci-fi,1959
Battle Flame,R. G. Springsteen,"Scott Brady, Elaine Edwards",War,1959
Battle of the Coral Sea,Paul Wendkos,"Cliff Robertson, Gia Scala",Adventure,1959
Beast from Haunted Cave,Monte Hellman,"Michael Forest, Frank Wolff",Sci-fi,1959
The Beat Generation,Charles F. Haas,"Mamie Van Doren, Ray Danton, Fay Spain",Drama,1959
"Behemoth, the Sea Monster",Eugène Lourié,"Gene Evans, André Morell",Sci-fi,1959
Beloved Infidel,Henry King,"Gregory Peck, Deborah Kerr",Biography,1959
Ben-Hur,William Wyler,"Charlton Heston, Stephen Boyd, Jack Hawkins, Martha Scott, Hugh Griffith, Cathy O'Donnell, Sam Jaffe","Drama, Epic",1959
The Best of Everything,Jean Negulesco,"Diane Baker, Stephen Boyd, Hope Lange, Louis Jourdan, Suzy Parker, Joan Crawford",Drama,1959
The Big Circus,Joseph M. Newman,"Victor Mature, Red Buttons, Rhonda Fleming, David Nelson, Kathryn Grant",Drama,1959
The Big Fisherman,Frank Borzage,"Howard Keel, Susan Kohner, John Saxon",Drama,1959
The Big Operator,Charles F. Haas,"Mickey Rooney, Steve Cochran, Mamie Van Doren",Crime drama,1959
The Black Orchid,Martin Ritt,"Sophia Loren, Anthony Quinn",Drama,1959
Blood and Steel,Bernard L. Kowalski,"John Lupton, Ziva Rodann",War,1959
The Blue Angel,Edward Dmytryk,"May Britt, Curt Jurgens",Drama,1959
Blue Denim,Philip Dunne,"Carol Lynley, Macdonald Carey, Brandon deWilde",Drama,1959
Bonanza Bunny,,Bugs Bunny,Animated,1959
Born to Be Loved,Hugo Haas,"Carol Morris, Dick Kallman",Comedy,1959
A Bucket of Blood,Roger Corman,"Dick Miller, Ed Nelson",Horror,1959
But Not for Me,Walter Lang,"Clark Gable, Carroll Baker, Lilli Palmer, Lee J. Cobb",Romantic comedy,1959
Career,Joseph Anthony,"Dean Martin, Tony Franciosa, Carolyn Jones, Shirley MacLaine",Drama,1959
Cast a Long Shadow,Thomas Carr,"Audie Murphy, Terry Moore",Western,1959
City of Fear,Irving Lerner,"Vince Edwards, Lyle Talbot",Film Noir,1959
Compulsion,Richard Fleischer,"Bradford Dillman, Dean Stockwell, Diane Varsi, Orson Welles",Crime drama,1959
The Cosmic Man,Herbert S. Greene,"John Carradine, Bruce Bennett",Science fiction,1959
Count Your Blessings,Jean Negulesco,"Deborah Kerr, Rossano Brazzi",Drama,1959
Counterplot,Kurt Neumann,"Forrest Tucker, Allison Hayes",Crime,1959
Crime and Punishment U.S.A.,Denis Sanders,"George Hamilton, Mary Murphy, Marian Seldes",Crime,1959
The Crimson Kimono,Samuel Fuller,"Victoria Shaw, Glenn Corbett, James Shigeta",Film noir,1959
Cry Tough,Paul Stanley,"John Saxon, Linda Cristal",Crime,1959
Cuban Rebel Girls,Barry Mahon,"Errol Flynn, Beverly Aadland",Drama,1959
Curse of the Undead,Edward Dein,"Eric Fleming, Kathleen Crowley",Western horror,1959
Darby O'Gill and the Little People,Robert Stevenson,"Albert Sharpe, Janet Munro, Sean Connery",Fantasy,1959
Date with Death,Harold Daniels,"Gerald Mohr, Liz Renay",Crime,1959
Day of the Outlaw,André de Toth,"Robert Ryan, Burl Ives, Tina Louise",Western,1959
Desert Desperadoes,Steve Sekely,"Ruth Roman, Akim Tamiroff",Drama,1959
The Devil's Disciple,Guy Hamilton,"Burt Lancaster, Kirk Douglas, Laurence Olivier",Drama,1959
The Diary of Anne Frank,George Stevens,"Joseph Schildkraut, Ed Wynn, Shelley Winters, Millie Perkins, Richard Beymer, Diane Baker",Biography,1959
A Dog of Flanders,James B. Clark,"David Ladd, Donald Crisp",Drama,1959
A Dog's Best Friend,Edward Cahn,"Bill Williams, Marcia Henderson",Family,1959
Don't Give Up the Ship,Norman Taurog,"Jerry Lewis, Dina Merrill, Gale Gordon",Comedy,1959
Donald in Mathmagic Land,,Clarence Nash,Animation,1959
Edge of Eternity,Don Siegel,"Cornel Wilde, Victoria Shaw",Crime Drama,1959
Escort West,Francis D. Lyon,"Victor Mature, Elaine Stewart",Western,1959
The FBI Story,Mervyn LeRoy,"James Stewart, Vera Miles",Drama,1959
Face of a Fugitive,Paul Wendkos,"Fred MacMurray, Myrna Fahey, James Coburn",Western,1959
Face of Fire,Albert Band,"Cameron Mitchell, Bettye Ackerman",Drama,1959
First Man into Space,Robert Day,"Marshall Thompson, Marla Landi",Science fiction,1959
Five Gates to Hell,James Clavell,"Patricia Owens, Dolores Michaels",Drama,1959
The Five Pennies,Melville Shavelson,"Danny Kaye, Louis Armstrong","Biography, Musical",1959
The Flying Fontaines,George Sherman,"Michael Callan, Joan Evans",Drama,1959
For the First Time,Rudolph Mate,"Mario Lanza, Johanna von Koczian, Zsa Zsa Gabor",Musical,1959
Forbidden Island,Charles B. Griffith,Jon Hall,Adventure,1959
The Four Skulls of Jonathan Drake,Edward L. Cahn,"Eduard Franz, Valerie French",Science fiction,1959
Frontier Rangers,Jacques Tourneur,"Keith Larsen, Buddy Ebsen",Adventure,1959
The Fugitive Kind,Sidney Lumet,"Marlon Brando, Joanne Woodward, Anna Magnani",Drama,1959
Gangster Story,Walter Matthau,"Walter Matthau, Carol Grace",Crime drama,1959
The Gazebo,George Marshall,"Glenn Ford, Debbie Reynolds, Carl Reiner",Black comedy,1959
The Gene Krupa Story,Don Weis,"Sal Mineo, Susan Oliver, James Darren",Biography,1959
The Giant Gila Monster,Ray Kellogg,"Don Sullivan, Fred Graham",Science fiction,1959
Gidget,Paul Wendkos,"Sandra Dee, Cliff Robertson, James Darren",Comedy,1959
Girls Town,Charles F. Haas,"Mamie van Doren, Mel Torme, Paul Anka",Drama,1959
Good Day for a Hanging,Nathan H. Juran,"Fred MacMurray, Margaret Hayes, Robert Vaughn",Western,1959
The Great St. Louis Bank Robbery,Charles Guggenheim,"Steve McQueen, Crahan Denton",Drama,1959
Green Mansions,Mel Ferrer,"Audrey Hepburn, Anthony Perkins",Drama,1959
The Gunfight at Dodge City,Joseph M. Newman,"Joel McCrea, Julie Adams, John McIntire",Western,1959
Gunmen from Laredo,Wallace MacDonald,"Robert Knapp, Maureen Hingert",Western,1959
Guns Girls and Gangsters,Edward L. Cahn,"Mamie Van Doren, Lee Van Cleef",Drama,1959
The Hanging Tree,Delmer Daves,"Gary Cooper, Maria Schell, Karl Malden, George C. Scott",Drama,1959
The Hangman,Michael Curtiz,"Robert Taylor, Tina Louise, Fess Parker",Western,1959
Happy Anniversary,David Miller,"David Niven, Mitzi Gaynor",Comedy,1959
"Have Rocket, Will Travel",David Lowell Rich,Three Stooges,Science fiction,1959
Here Come the Jets,Gene Fowler Jr.,"Steve Brodie, Lyn Thomas",Drama,1959
Hey Boy! Hey Girl!,David Lowell Rich,"Louis Prima, Keely Smith",Musical,1959
A Hole in the Head,Frank Capra,"Frank Sinatra, Edward G. Robinson, Eleanor Parker, Carolyn Jones, Eddie Hodges",Drama,1959
Holiday for Lovers,Henry Levin,"Clifton Webb, Jane Wyman, Jill St. John",Comedy,1959
The Horse Soldiers,John Ford,"John Wayne, William Holden",Western,1959
Hound-Dog Man,Don Siegel,"Fabian, Carol Lynley",Musical,1959
House on Haunted Hill,William Castle,"Vincent Price, Elisha Cook Jr.",Horror,1959
Imitation of Life,Douglas Sirk,"Lana Turner, John Gavin, Sandra Dee, Juanita Moore, Susan Kohner",Drama,1959
The Immoral Mr. Teas,Russ Meyer,,Sex comedy,1959
Inside the Mafia,Edward L. Cahn,"Cameron Mitchell, Grant Richards",Crime,1959
Invisible Invaders,Edward L. Cahn,"John Agar, Jean Byron",Science fiction,1959
Island of Lost Women,Frank Tuttle,"Jeff Richards, Venetia Stevenson",Science fiction,1959
It Happened to Jane,Richard Quine,"Doris Day, Jack Lemmon, Ernie Kovacs",Comedy,1959
It Started with a Kiss,George Marshall,"Glenn Ford, Debbie Reynolds",Romantic comedy,1959
The Jayhawkers!,Melvin Frank,"Jeff Chandler, Nicole Maurey",Western,1959
Jazz on a Summer's Day,Bert Stern,,Documentary,1959
The Jazz Singer,Ralph Nelson,"Jerry Lewis, Anna Maria Alberghetti",Drama,1959
Jet Over the Atlantic,Byron Haskin,"Guy Madison, Virginia Mayo, George Raft",Drama,1959
Jet Storm,Cy Endfield,"Richard Attenborough, Stanley Baker",Drama,1959
John Paul Jones,John Farrow,"Robert Stack, Bette Davis, Marisa Pavan",Biography,1959
The Journey,Anatole Litvak,"Yul Brynner, Deborah Kerr, Robert Morley",Drama,1959
Journey to the Center of the Earth,Henry Levin,"James Mason, Pat Boone, Diane Baker",Science fiction,1959
Juke Box Rhythm,Arthur Dreifuss,"Jo Morrow, Jack Jones, Brian Donlevy",Romantic comedy,1959
The Killer Shrews,Ray Kellogg,"Ken Curtis, James Best",Science fiction,1959
King of the Wild Stallions,R. G. Springsteen,"George Montgomery, Diane Brewster, Edgar Buchanan",Western,1959
The Last Angry Man,Daniel Mann,"Paul Muni, David Wayne",Drama,1959
The Last Blitzkrieg,Arthur Dreifuss,"Van Johnson, Dick York",War,1959
The Last Mile,Howard W. Koch,Mickey Rooney,Crime drama,1959
Last Train from Gun Hill,John Sturges,"Kirk Douglas, Anthony Quinn, Carolyn Jones",Western,1959
The Legend of Tom Dooley,Ted Post,"Michael Landon, Jo Morrow",Western,1959
