Title,Director,Cast,Genre,Year,new_Genre
Sorry Teacher,Sri Satya,"Kavya Singh, Aryaman",Romantic thriller,2012,Romantic thriller
Railway Station,Krishna Maya,"Shiva, Sandeep, Jayanth, Shravani",Romance,2012,Romance
Cameraman Gangatho Rambabu,Puri Jagannadh,"Pawan Kalyan, Tamannaah",Action,2012,Action
Denikaina Ready,G.Nageswara Reddy,"Vishnu Manchu, Hansika Motwani, Brahmanandam, Roja",Comedy,2012,Comedy
Dream,Bhavani Shankar K,"Rajendra Prasad, Pavani Reddy, Jayashree, Deepti",Medical thriller,2012,Medical thriller
6,Srikanth Lingode,"Jagapati Babu, Gayatri Iyer, Satyam Rajesh",Thriller,2012,Thriller
Lucky,Hari,"Srikanth, Meghana Raj, Jayasudha, Roja, Brahmanandam",Romance,2012,Romance
Bus Stop,Maruthi,"Prince Cecil, Sri Divya, Hasika, Rao Ramesh",Romance,2012,Romance
Yuganiki Okka Premikudu,Akash,"Akash, Shweta Basu Prasad, Kota Srinivasa Rao",Romance,2012,Romance
Sri Vasavi Vaibhavam,Udaya Bhaskar,"Meena, Suhasini, Suman, Sai Kiran",Drama,2012,Drama
Damarukam,Srinivasa Reddy,"Akkineni Nagarjuna, Anushka Shetty, Panchi Bora, Prakash Raj",Socio-Fantasy,2012,Socio-Fantasy
Routine Love Story,Praveen Sattaru,"Sundeep Kishan, Regina Cassandra, M. S. Narayana, Vennela Kishore",Romance,2012,Romance
Krishnam Vande Jagadgurum,Krish,"Rana Daggubati, Nayantara, Kota Srinivasa Rao, Posani Krishna Murali, L.B. Sriram","Drama, Action",2012,"Drama, Action"
Mythri,Surya Raju,"Navdeep, Sadha, Brahmanandam, Uttej",Suspense thriller,2012,Suspense thriller
Chanakyudu,G. Srinivas,"Tanish, Ishitha, Kota Srinivasa Rao, Chandra Mohan","Drama, Romance",2012,"Drama, Romance"
Devaraya,Nani Krishna,"Srikanth, Meenakshi Dixit, Vidisha, Jaya Prakash Reddy",Historical drama,2012,Historical drama
Chaduvukovali,Venkateswara Rao Maddali,"Seetha, Baby Annie, Kota Shankar Rao",Social-Drama,2012,Social-Drama
Swati I Love You,Santosh Parlawar,"Santosh Parlawar, Lasya",Romance,2012,Romance
Kittigadu,Aditya PC,"Vishal Kumar, Sai Kiran, Surekha Vani",Drama,2012,Drama
Yeto Vellipoyindhi Manasu,Gautham Menon,"Nani, Samantha, Krishnudu, Anupama Kumar",Romance,2012,Romance
Yamaho Yama: In America,Y. Jitender,"Sairam Shankar, Parvati Melton, Srihari, Sanjjanaa","Socio-fantasy, Comedy",2012,"Socio-fantasy, Comedy"
Sarocharu,Parasuram,"Ravi Teja, Kajal Aggarwal, Richa Gangopadhyay, Nara Rohit","Action, Romance",2012,"Action, Romance"
Midhunam,Tanikella Bharani,"S. P. Balasubrahmanyam, Lakshmi",Drama,2012,Drama
Agnatham,Sridhar Pokuru,"Kalyani, Subbaraju, Krishna Bhagavaan, Jeeva",Action,2012,Action
Yamudiki Mogudu,E. Satti Babu,"Allari Naresh, Richa Panai, Sayaji Shinde, Ramya Krishna, Naresh","Socio-fantasy, Comedy",2012,"Socio-fantasy, Comedy"
Ko Antey Koti,Anish Yohan Kuruvilla,"Sharwanand, Priya Anand, Sri Hari",Action,2012,Action
Genius,Anchor Omkar,"Havish, Sanusha, R. Sarathkumar, Abhinaya",Action,2012,Action
Sevakudu,V. Samudra,"Srikanth, Charmy Kaur, Krishna, Manjula Swaroop",Action,2013,Action
Naayak,V. V. Vinayak,"Ram Charan Teja, Kajal Aggarwal, Amala Paul, Brahmanandam",Action,2013,Action
Seethamma Vakitlo Sirimalle Chettu,Srikanth Addala,"Mahesh Babu, Venkatesh, Anjali, Samantha, Prakash Raj, Jayasudha",Family drama,2013,Family drama
Case no 666/2013,"Venkat Siddareddy, Purnesh Konathala","Charan Tej, Aditya, Nanda Kishore, Guru Charan, Anurag, Nikitha",Found footage,2013,Found footage
Ongole Gittha,Bhaskar,"Ram Pothineni, Kriti Kharbanda",Action,2013,Action
Bullabbai,Yuvaraju,"Krishnudu, Brahmanandam, Shravani",Romantic comedy,2013,Romantic comedy
Mirchi,Koratala Siva,"Prabhas, Anushka Shetty, Richa Gangopadhyay, Sathyaraj, Nadhiya","Romance, Action",2013,"Romance, Action"
Okkadine,Srinivas Raga,"Nara Rohit, Nithya Menen",Romance,2013,Romance
Chammak Challo,G. Neelakanta Reddy,"Varun Sandesh, Sanchita Padukone, Catherine Tresa, Vennela Kishore, Srinivas Avasarala",Romance,2013,Romance
Jabardasth,Nandini Reddy,"Siddharth, Samantha, Nithya Menen",Romantic comedy,2013,Romantic comedy
Mr. Pellikoduku,Devi Prasad,"Sunil, Isha Chawla, Ravi Babu, Ali",Romantic comedy,2013,Romantic comedy
Race,Ramesh Raparthi,"Vikram, Karthik, Bharat Kishore, Disha Pandey, Nikitha Narayanan",Romance,2013,Romance
Gundello Godari,Kumar Nagendra,"Aadhi, Lakshmi Manchu, Sundeep Kishan, Taapsee Pannu",Drama,2013,Drama
Mahankali,Jeevitha Rajasekhar,"Rajasekhar, Madhurima, Pradeep Rawat",Action,2013,Action
Telugabbai,Vo Yes Avinash,"Tanish, Remya Nambeesan, Tashu Kaushik, Naga Babu, Sona Nair",Romance,2013,Romance
3G Love,Govardhan Krishna,"Avinash, Neelima, Rao Ramesh, Prabhas Sreenu",Romantic comedy,2013,Romantic comedy
Backbench Student,Madhura Sreedhar Reddy,"Mahat Raghavendra, Piaa Bajpai, Archana Jose Kavi",Romance,2013,Romance
Rai Rai,Sudhir Raju,"Sri, Aksha",Romance,2013,Romance
Bakara,CSR Krishnan,"Srihari, Pradeep, Yashika, Pawan, Brahmanandam",Comedy,2013,Comedy
Swamy Satyananda,Madan Patel,"Ravi Chetan, Neha, Anku, Madan Patel",Satire,2013,Satire
Swamy Ra Ra,Sudhir Varma,"Nikhil, Swati Reddy, Ravi Babu, Pooja Ramachandran, Jeeva","Comedy, Thriller",2013,"Comedy, Thriller"
Priyathama Neevachata Kusalama,Trinadha Rao Nakkina,"Varun Sandesh, Hasika, Komal Jha",Romance,2013,Romance
Aravind 2,Sekhar Suri,"Sri, Madhavi Latha, Srinivas Avasarala, Kamal Kamaraju, Adonica",Thriller,2013,Thriller
Jaffa,Vennela Kishore,"Brahmanandam, Ali (actor)",Comedy,2013,Comedy
Baadshah,Srinu Vaitla,"Jr. NTR, Kajal Aggarwal, Navdeep, Mukesh Rishi",Action,2013,Action
Jai Sriram,Balaji N. Sai,"Uday Kiran, Reshma Rathod, Nagineedu, M. S. Narayana, Chalapathi Rao",Action,2013,Action
Vasool Raja,Karthika Gopalakrishnan,"Navdeep, Srihari, Ritu Barmecha, Sathyam Rajesh",Drama,2013,Drama
Gunde Jaari Gallanthayyinde,Vijay Kumar Konda,"Nitin, Nithya Menen, Isha Talwar, Ali",Romance,2013,Romance
Gouravam,Radha Mohan,"Allu Sirish, Yami Gautam, Prakash Raj, Nassar",Drama/ Action,2013,Drama/ Action
Shadow,Meher Ramesh,"Venkatesh, Tapsee, Srikanth, Madhurima",Action Entertainer,2013,Action Entertainer
Greeku Veerudu,Kondapalli Dasaradh Kumar,"Nagarjuna, Nayantara, Meera Chopra, K. Vishwanath, Brahmanandam",Romance,2013,Romance
Tadakha,Kishore Kumar Pardasani,"Naga Chaitanya, Tamannaah, Sunil, Andrea Jeremiah",Action,2013,Action
Love Touch,Sri Chand,Jayanth and Dhruthi,Romance,2013,Romance
Sukumarudu,G. Ashok,"Aadi, Nisha Aggarwal, Krishna, Sharada, Chandra Mohan",Romance,2013,Romance
143 Hyderabad,Selva Ganesh,"Arjun, Anand, Dhansika, Jagan",Drama,2013,Drama
Chemistry,Vachespathy Jonnalagadda,"Sree Ram, Amitha Rao",Romance,2013,Romance
Iddarammayilatho,Puri Jagannadh,"Allu Arjun, Amala Paul, Catherine Tresa",Romance,2013,Romance
Pavitra,Janardhan Maharshi,"Shriya Saran, Roja, Sai Kumar, Brahmanandam",Drama,2013,Drama
Theatre Lo Naluguru,Srinivasa Raju Dendukuri,"Srikanth Raghava, Dheeraj, Swetha Pandit, Varun Abhinay",Thriller,2013,Thriller
Prema Katha Chitram,J. Prabhakar Reddy,"Sudheer Babu, Nanditha Raj, ""Adhurs"" Raghu",Romance,2013,Romance
Saradaga Ammayitho,Bhanu Shankar,"Varun Sandesh, Nisha Agarwal, Charmee, K. Vishwanath, Brahmanandam",Romance,2013,Romance
Action 3D,Anil Sunkara,"Allari Naresh, Sudeep, Shaam, Vaibhav Reddy, Raju Sundaram, Neelam Upadhyaya, Kamna Jethmalani, Sneha Ullal",Comedy,2013,Comedy
Balupu,Gopichand Malineni,"Ravi Teja, Shruthi Hassan, Anjali, Brahmanandam, Prakash Raj",Masala,2013,Masala
Moksha,Srikanth Vemulapalli,"Meera Jasmine, Rajeev Mohan, Disha Pandey, Nassar",Horror,2013,Horror
Oh My Love,M J Reddy,"Raja, Nisha",Romance,2013,Romance
Mallela Theeram Lo Sirimalle Puvvu,GV Rama Raju,"Kranthi, Sri Divya, Jorge",Romantic drama,2013,Romantic drama
Operation Dhuryodhana 2,Nandam Srinivasa Rao,"Jagapathi Babu, Posani Krishna Murali, Shayaji Shinde, Babu Mohan",Political drama,2013,Political drama
Sahasam,Chandra Sekhar Yeleti,"Gopichand, Taapsee Pannu, Shakti Kapoor, Suman",Action,2013,Action
Pelli Pustakam,Ramakrishna Machakanti,"Rahul, Neethi Taylor",Romance,2013,Romance
Om 3D,Sunil Reddy,"Nandamuri Kalyan Ram, Kriti Kharbanda, Nikesha Patel",Action,2013,Action
Kevvu Keka,Devi Prasad,"Allari Naresh, Sharmila Mandre",Action,2013,Action
Alias Janaki,Dayaa K,"Venkat Rahul, Anisha Ambrose, Nagababu, Tanikela Bharani",Action,2013,Action
Romance,Swamy,"Prince, Manasa Himavarsha, Dimple Chopade",Romance,2013,Romance
Abbai Class Ammai Mass,Koneti Srinu,"Varun Sandesh, Hariprriya, Ali",Romance,2013,Romance
1000 Abadhdhalu,Teja,"Sai Ram Shankar, Esther Noronha",Comedy,2013,Comedy
Pusthakamlo Konni Pageelu Missing,Sajid Qureshi,"Sree, Supraja, Rahul, Satish, Masth Ali",Black comedy,2013,Black comedy
Jagadguru Adi Shankara,J.K.Bharavi,"Akkineni Nagarjuna, Mohan Babu, Kaushik Babu, Sai Kumar, Srihari, Suman",Devotional Biography,2013,Devotional Biography
Dalam,Jeevan Reddy,"Naveen Chandra, Piaa Bajpai, Abhimanyu Singh, Kishore, Nassar",Action,2013,Action
Adda,Sai Karthik,"Sushanth, Shanvi Srivastava, Raghu Babu, Kota Srinivasa Rao, Dev Gill",Action,2013,Action
Antaku Mundu Aa Taruvaata,Mohan Krishna Indraganti,"Sumanth Ashwin, Eesha",Romance,2013,Romance
Telisi Teliyaka,K. Jayaprakash,"Geethanandh, Maithili, Krishna, Hasini",Romance,2013,Romance
Athadu Aame O Scooter,Gangarapu Lakshman,"Vennela Kishore, Priyanka Chabra",Comedy,2013,Comedy
Prema Oka Maikam,Chandu,"Rahul, Charmee Kaur, Ravi Babu, Saranya Nag",Romance,2013,Romance
Waiting for You,Sunil Kumar Reddy,"Sai Anil, Gayathri, Raghu Babu",Romance,2013,Romance
Toofan,Apoorva Lakhia,"Ram Charan Tej, Priyanka Chopra, Prakash Raj, Srihari, Mahie Gill, Tanikella Bharani",Action,2013,Action
Kiss,Adivi Sesh,"Adivi Sesh, Priya Banerjee, Dr. Bharat Reddy",Romance,2013,Romance
Kamina,Lakshmikanth Chenna,"Srihari, Sai Kumar, Roja, Lekha Washington, Brahmaji, Krishi Arimanda, Ashish Vidyarthi",Action/ Drama,2013,Action/ Drama
Naa Sami Ranga,Subramanyam Pachcha,"Dilip, Saikumar Pampana, SreeTeja, Yashaswini, Priyanka, Ashish Vidyarthi",Comedy,2013,Comedy
Potugadu,Pavan Wodeyar,"Manoj Manchu, Sakshi Chaudhary, Simran Kaur Mundi, Rachel, Anupriya",Romantic comedy,2013,Romantic comedy
వెల్‌కమ్ ఒబామా,Singeetham Srinivasa Rao,"Sanjeev, Rachel, Urmila",Drama,2013,Drama
Break Up,Amar Kamepalli,"Ranadhir Reddy, Swathi Dikshit, Suresh, Allari Subhashini, Harish",Romance,2013,Romance
Nirbhaya Bharatham,R. Narayana Murthy,"R. Narayana Murthy, Nancy Angel, Spandana, Amarendra, Arif",Crime drama,2013,Crime drama
Music Magic,Mantraakshar D. S.,"Rahul, Trinath, Kimaya, Henna Chopra",Musical,2013,Musical
Barrister Shankar Narayan,N. A. Thara,"Raj Kumar, Divya Prabha, Alia Trivedi, Lakshmi, M. S. Narayana",Romantic drama,2013,Romantic drama
Attarintiki Daredi,Trivikram Srinivas,"Pawan Kalyan, Samantha Ruth Prabhu, Pranitha, Nadiya Moidu, Boman Irani",Romance,2013,Romance
Police Game,Sahadeva Reddy,"Srihari, Neenu Karthika, Kota Srinivasa Rao, Brahmanandam, Jeeva",Action,2013,Action
Sahasra,K. Srikanth,"Rajiv Kanakala, Krishnudu, Shafi, Sri Ira, Reva",Thriller,2013,Thriller
Gatham,B S Raju,"Yuvraraj Sagar, Soumya, Hema, Shwetha, Harsha, Shafir",Romance,2013,Romance
Ramayya Vasthavayya,Harish Shankar,"Jr. NTR, Samantha Ruth Prabhu, Shruthi Hassan",Romance,2013,Romance
Doosukeltha,Veeru Potla,"Vishnu Manchu, Lavanya Tripathi, Brahmanandam, Ali",Romantic comedy,2013,Romantic comedy
Kharjooram,GKR,"Raj Virat, Geetha Pallavi, Suman, M.S .Chowdary, Tagubothu Ramesh, Chitti babu, Kanth",Romantic,2013,Romantic
Bhai,Veerabhadram Chowdary,"Akkineni Nagarjuna, Richa Gangopadhyay, Prasanna, Sonu Sood",Action,2013,Action
Chinni Chinni Aasha,Dr Kiran,"Singeetam Srinivasa Rao, Tulasi, Ajay, Aparna Pillai, Dhanya, Rajeev, Inthuri Vasu, Gemini Suresh",Romantic drama,2013,Romantic drama
Satya 2,Ram Gopal Varma,"Sharwanand, Anaika Soni Aradhna Gupta, Mahesh Thakur",Gangster,2013,Gangster
Chandee,V. Samudra,"Priyamani, R. Sarathkumar, Krishnam Raju, Vinodkumar, Nagendra Babu, Ashish Vidhyarthi, Posani Krishna Murali",Action,2013,Action
Nenem…Chinna Pillana?,P. Sunil Kumar Reddy,"Rahul Ravindran, Tanvi Vyas, Sanjjanaa, Suman",Romance,2013,Romance
Kaalicharan,Praveen Sri,"Chaitanya Krishna, Chandini, Pankaj Kesari, Kavitha",Political drama,2013,Political drama
Masala,K. Vijaya Bhaskar,"Venkatesh, Ram Pothineni, Anjali, Shazahn Padamsee, M. S. Narayana, Kovai Sarala",Comedy drama,2013,Comedy drama
Entha Andanga Unnave,S. I. Mahendra,"Ajay Manthena, Jiyana, Kasi Viswanath, Sivanarayana",Romance,2013,Romance
Venkatadri Express,Merlapaka Gandhi,"Sundeep Kishan, Rakul Preet Singh, M. S. Narayana, Brahmaji, Jayaprakash Reddy",Comedy,2013,Comedy
Ishta Sakhi,Bharat Parepalli,"Varun, Bhaskar, Sriram, Anusmrithi",Romance,2013,Romance
Aadu Magaadra Bujji,Krishnareddy Gangadasu,"Sudheer Babu, Asmita Sood, Poonam Kaur",Action,2013,Action
Prema Ishq Kaadhal,Pavan Sadineni,"Harshavardhan Rane, Vishnu Vardhan, Harish, Vithika Sheru, Ritu Varma, Sree Mukhi, Ravi Prakash, Satyam Rajesh",Romance,2013,Romance
Natho Nenu,Rahul Singh Kagwal,Jai Akash,Drama,2013,Drama
Pranaya Veedhullo,Prabhakar Jaini,"Dr. K. V. Ramanachari, Suresh Chandra, Vamshi Krishna, Manaswini, Sri Divya, Arjun",Romantic comedy,2013,Romantic comedy
Madhumati,Raaj Sreedhar,"Udaya Bhanu, Vishnu Priyan, Siva Kumar, Diksha",Adult romance,2013,Adult romance
Second Hand,Kishore Tirumala,"Dhanya Balakrishna, Sudheer Verma, Kireeti Damaraju, Vishnuvardhan, Anuj Ram",Romantic comedy,2013,Romantic comedy
Bunny n Cherry,Rajesh Puli,"Prince, Mahat Raghavendra, Kriti, Saba, Brahmanandam",Comedy,2013,Comedy
D for Dopidi,Siraj Kalla,"Varun Sandesh, Sundeep Kishan, Naveen Polishetty, Rakesh Rachakonda, Melanie Kannokada",Heist,2013,Heist
Uyyala Jampala,Virinchi Varma,"Raj Tarun, Avika Gor, Punarnavi, Peela Gangadhar",Romance,2013,Romance
Celebrity,KVM Krishna,"Ammu Prasad, Viswadha, Bindu, Deepesh Reddy, Sai Kanth",Drama,2014,Drama
Kshatriya,K. Uday Chandu,"Srikanth, Kumkum, Kota Srinivasa Rao, Rao Ramesh",Action,2014,Action
1: Nenokkadine,Sukumar,"Mahesh Babu, Kriti Sanon",Psychological action thriller,2014,Psychological action thriller
Yevadu,Vamsi Paidipally,"Ram Charan Teja, Allu Arjun, Kajal Agarwal, Shruti Hassan, Sai Kumar, Amy Jackson",Action/Romance,2014,Action/Romance
Manasunu Maaya Seyake,Suresh P Kumar,"Prince, Sethu, Richa Panai, Disha Pandey, Manobala",Romance,2014,Romance
Heart Attack,Puri Jagannadh,"Nithiin, Adah Sharma",Action/Romance,2014,Action/Romance
Pandavulu Pandavulu Tummeda,Sriwass,"Mohan Babu, Manchu Vishnu, Manchu Manoj, Raveena Tandon, Hansika Motwani, Pranitha Subhash",Action/Romance,2014,Action/Romance
Medaram Jathara,Sheshidhar,Suman,Drama,2014,Drama
Paisa,Krishna Vamsi,"Nani, Catherine Tresa, Siddhika Sharma, Charanraj, Bharath Reddy, Tabar",Romance / Comedy,2014,Romance / Comedy
Malligadu Marriage Bureau,Uday Raj,"Srikanth, Brahmanandam, Manochitra",Comedy,2014,Comedy
Dil Deewana,Thumma Kiran,"Raj Arun Reddy, Rohit Reddy, Abha Singhal, Neha Deshpande",Romance,2014,Romance
Hum Tum,Ram Bimana,"Manish, Simran, Nikhil Chakravathi, Aishwariya, M. S. Narayana, Dharmavarapu Subramanyam",Romance,2014,Romance
Love Dot Com,Raja Vannem Reddy,"Arya Sandeep, Neethi Taylor, Dharmavarapu Subramanyam",Romance,2014,Romance
Naa Rakumarudu,T. Satya,"Naveen Chandra, Ritu Varma",Romance,2014,Romance
Alibaba Okkade Donga,Phani Prakash,"Ali, Suja Varunee, Allari Naresh (Voice-over)",Comedy,2014,Comedy
Bhimavaram Bullodu,Udayasankar,"Sunil, Esther Nooronha",Romantic comedy,2014,Romantic comedy
Bangaru Kodipetta,Raj Pippalla,"Navdeep, Swati Reddy, Santhosh, Ram",Romantic drama,2014,Romantic drama
Nuvve Naa Bangaram,Ram Venky,"Sai Krishna, Sheena Shahabadi, Nisha Kothari, Suman",Romance,2014,Romance
To Let 4 Bachelors Only,Ramana Geddam,"Kiran, Kalyan, Bharadwaj, Madhu, Sirisha, Latha, Narasing",Adult comedy,2014,Adult comedy
Yuddham,Bharathi Ganesh,"Tarun Kumar, Yami Gautam, Srihari",Action – Romance,2014,Action – Romance
Kamalatho Na Prayanam,Narasimha Nandi,"Sivaji, Archana, Pavala Shyamala",Romantic drama,2014,Romantic drama
Veta,Ashok Alle,"Tarun Kumar, Srikanth, Jasmin Bhasin, Madhurima",Action,2014,Action
Savior,Irene Thalluri,"Noel Sanjith, Siyona Sneha, Johnny Lever, Surya, Rama Prabha, Goutham Raj, Melkote",Spiritual / Drama / Comedy,2014,Spiritual / Drama / Comedy
Eduruleni Alexander,Raja Reddy,"Taraka Ratna, Komal Jha, Kumkum",Action – Romance,2014,Action – Romance
Legend,Boyapati Srinu,"Nandamuri Balakrishna, Jagapathi Babu, Radhika Apte, Sonal Chauhan, Kalyani",Action/Drama,2014,Action/Drama
Boy Meets Girl Tholiprema Katha,Vasanth Dayakar,"Siddharth, Nikkitha, Kanika Tiwari",Romance,2014,Romance
Special Class,K. R. Venki,"Harish, Ananya Thakur, Vaibhav, Allari Subhashini",Adult romance,2014,Adult romance
Rowdy,Ram Gopal Varma,"Mohan Babu, Vishnu Manchu, Jayasudha, Shanvi",Action,2014,Action
Vichakshana,Deepak Nyathi,"Dheeraj, Padmini, Nandeeshwar Goud, Jayapradha, JayaLakshmi, Surender Goud, PadmaJayanthi, Mukesh, Rizwan[disambiguation needed], Dharmender",Action,2014,Action
Hrudaya Kaleyam,Steven Shankar,"Sampoornesh Babu, Ishika Singh, Kavya Kumari",Comedy Action,2014,Comedy Action
Race Gurram,Surender Reddy,"Allu Arjun, Shruti Hassan, Shaam, Ravi Kishan, Prakash Raj, Mukesh Rishi, Brahmanandam",Action,2014,Action
Laddu Babu,Ravi Babu,"Allari Naresh, Poorna, Bhumika Chawla, Brahmanandam, M. S. Narayana, Ali",Comedy,2014,Comedy
Avatharam,Kodi Ramakrishna,"Richard Rishi, Radhika Kumaraswamy, Bhanupriya",Devotional / Drama,2014,Devotional / Drama
Prathighatana,Tammareddy Bharadwaja,"Charmy Kaur, Reshma Rathore, Raghu Babu, Posani Krishna Murali, Krishna Bhagawan",Action / Drama,2014,Action / Drama
Prabhanjanam,Bhaskara Rao Vendrati,"Ajmal Ameer, Sandesh, Aarushi, Panchi Bora, Nassar, Kota Srinivasa Rao",Action,2014,Action
Chandamama Kathalu,Praveen Sattaru,"Krishnudu, Lakshmi Manchu, Chaitanya, Saikumar, Naresh",Anthology,2014,Anthology
Prathinidhi,Prashanth Mandava,"Nara Rohit, Shubra Aiyappa, Sree Vishnu, Kota Srinivasa Rao, Jaya Prakash Reddy, Posani Krishna Murali, Ravi Prakash",Action,2014,Action
Galata,Krishna,"Srinivas, Haripriya, Saikumar, Nagendra Babu, Ali",Romance/ Comedy,2014,Romance/ Comedy
Anaamika,Sekhar Kammula,"Nayantara, Vaibhav Reddy, Pasupathy",Thriller,2014,Thriller
Kotha Janta,Maruthi,"Allu Sirish, Regina Cassandra, Posani Krishna Murali, Rao Ramesh",Romance / Comedy,2014,Romance / Comedy
Hrudaya Kaleyam (Re-released),Steven Shankar,"Sampoornesh Babu, Ishika Singh, Kavya Kumari",Comedy Action,2014,Comedy Action
April Fool,Krishnaswamy Srikanth Iyengar,"Jagapati Babu, Bhoomika Chawla, Gulshan Grover, Randhir Reddy",Comedy Fantasy,2014,Comedy Fantasy
Pyar Mein Padipoyane,Ravi Kumar Chavali,"Aadi, Shanvi Srivastava",Romance,2014,Romance
Amrutham Chandamamalo,Gunnam Gangaraju,"Srinivas Avasarala, Harish, Vasu Inturi, Sivanarayana, Dhanya Balakrishna, Suchitra",Comedy,2014,Comedy
Manam,Vikram Kumar,"Akkineni Nageswara Rao, Akkineni Nagarjuna, Akkineni Naga Chaitanya, Shriya Saran, Samantha",Drama,2014,Drama
Prema Geema Jantha Nai,Subbu R. V.,"Sreeram Chandra, Mannara Chopra, Chalapathi Rao, Bhanuchander",Romance,2014,Romance
Ulavacharu Biryani,Prakash Raj,"Prakash Raj, Sneha, Urvashi, Samyuktha Horanadu","Comedy, Drama",2014,"Comedy, Drama"
Veedu Chaala Worst,Venkat Pampana,"Taraka Ratna, Nandan, Neeraj, Swapna",Socio-Fantasy,2014,Socio-Fantasy
Jump Jilani,E. Satti Babu,"Allari Naresh, Isha Chawla, Swathi Deekshith, Posani Krishna Murali, Raghu Babu",Comedy,2014,Comedy
Jabilli Kosam Akasamalle,Raj Narendra,"Sri Hari, Anoop Tej, Smrithika Acharya",Action / Romance,2014,Action / Romance
Oohalu Gusagusalade,Srinivas Avasarala,"Naga Shourya, Rashi Khanna",Romance / Drama,2014,Romance / Drama
Maine Pyaar Kiya,Pradeep Madugula,"Pradeep Ryan, Isha Talwar, Madhumitha",Romance,2014,Romance
Autonagar Surya,Deva Katta,"Naga Chaitanya, Samantha Ruth Prabhu, Saikumar",Social Drama,2014,Social Drama
Inka Emi Anukoleduu,Sreekara Babu,"Rahman, Deshpathi, Shreeraj, Archana",Romance,2014,Romance
Ra Ra... Krishnayya,Mahesh. P,"Sundeep Kishan, Jagapathi Babu, Regina Cassandra, Kalyani, Tanikella Bharani",Romance,2014,Romance
Aa Aiduguru,Anil Gurudu,"Siddharth Raj, Asmita Sood, Venkat, Tanishk Reddy, Krishna Teja, Posani Krishna Murali, Kota Srinivasa Rao, Babu Mohan",Action,2014,Action
Drushyam,Sripriya,"Venkatesh, Meena, Nadhiya, Naresh",Action / Drama,2014,Action / Drama
Ice Cream,Ram Gopal Varma,"Navdeep, Tejaswi Madivada",Horror / Thriller,2014,Horror / Thriller
Alludu Seenu,V.V. Vinayak,"Bellamkonda Sreenivas, Samantha, Prakash Raj, Pradeep Rawat, Brahmanandam",Action,2014,Action
Run Raja Run,Sujeeth,"Sharwanand, Seerat Kapoor, Adivi Sesh, Sampath Raj, Jayaprakash, Kota Srinivasa Rao, Vennela Kishore",Action,2014,Action
Adavi Kachina Vennela,Akki Vishwanadha Reddy,"Arvind Krishna, Meenakshi Dixit, Richard Rishi, Pooja Ramachandran",Action / Drama,2014,Action / Drama
Maaya,Neelakanta,"Harshvardhan Rane, Avanthika, Nagababu",Action / Thriller,2014,Action / Thriller
Gallo Telinattunde,D. Venkat Suresh,"Ajay, Kousalya",Romance,2014,Romance
Chatting,T.S.Kamal,"Abhinaya Krishna, Sunitha",Romance,2014,Romance
Galipatam,Naveen Gandhi,"Aadi, Erica Fernandes, Kristina Akheeva",Romance,2014,Romance
Nuvvala Nenila,Trinadha Rao Nakkina,"Varun Sandesh, Poorna",Romance,2014,Romance
Janmasthanam,Om Sai Prakash,"Sai Kumar, Roopika, Pavani",Action / Thriller,2014,Action / Thriller
Geethanjali,Raj Kiran,"Anjali, Brahmanandam, Srinivasa Reddy",Horror / Comedy,2014,Horror / Comedy
Lovers,Harinath,"Sumanth Ashwin, Nanditha",Romance,2014,Romance
Nee Jathaga Nenundali,Jaya Ravindra,"Sachiin J Joshi, Nazia Hussain, Rao Ramesh",Romance,2014,Romance
Kiraak,Harik Devabhakthuni,"Aniruddh, Chandini Tamilarasan",Romance,2014,Romance
Rabhasa,Santosh srinivas,"Jr.NTR, Samantha, Pranitha Subhash, Brahmanandam, Sayaji Shinde",Action / Drama,2014,Action / Drama
Boochamma Boochodu,Revan Yadu,"Sivaji, Kainaz Motivala, Brahmanandam, Posani Krishna Murali",Suspense Thriller,2014,Suspense Thriller
Ganpati Bappa Morya,Ramu Kumar ASK,"Srinadh, Rajasekhar, Mallesh, Riteesh",Drama,2014,Drama
Raj Mahal,Appaji Konda,"suryanath, sravan, jeeva, surya, tarjan, sandeepthi, ria",suspense horror,2014,suspense horror
Power,K. S. Ravindra,"Ravi Teja, Hansika, Regina Cassandra, Brahmanandam, Prakash Raj, Mukesh Rishi, Sampath Raj, Ajay, Subbaraju, Harish Uthaman",Action / Drama,2014,Action / Drama
Boy Friend Leni Ammayi Unda,Shiva Nagu,"Bhavani Agarwal, Mega Supreme, Kanchana Maitra",Drama,2014,Drama
Anukshanam,Ram Gopal Varma,"Vishnu Manchu, Navdeep, Tejaswi Madivada, Madhu Shalini, Revathi",Thriller,2014,Thriller
Aagadu,Srinu Vaitla,"Mahesh Babu, Tamannaah, Sonu Sood, Rajendra Prasad, Ashish Vidyarthi, Nassar, Brahmanandam",Action / Drama,2014,Action / Drama
Loukyam,Sriwass,"Gopichand, Rakul Preet Singh, Brahmanandam, Mukesh Rishi, Rahul Dev, Sampath Raj",Action,2014,Action
Govindudu Andarivadele,Krishna Vamsi,"Ram Charan, Kajal Agarwal, Prakash Raj, Srikanth, Rahman, Kamalinee Mukherjee",Drama,2014,Drama
Romeo,Gopi Ganesh,"Sairam Shankar, Adonika, Ravi Teja",Romance,2014,Romance
Pathasala,Mahi V. Raghav,"Nandu, Anu, Priya, Sirisha, Sai Kiran, Shiva, Sashaank",Thriller,2014,Thriller
