Title,Director,Cast,Genre,Year,new_Genre
Hamara Sansar,Shanti Kumar,"Ranjana, Umakant, Jeevan, Sumati Gupte, Madhusudan, Athavale",Social,1945,Social
Hamrahi,Bimal Roy,"Maya Basu, Radhamohan Bhattacharya, Tulsi Chakraborty, Binata Basu, Devbala, Hiralal, Manorama, Ramesh Sinha",Social,1945,Social
Humayun,Mehboob Khan,"Ashok Kumar, Veena, Nargis, Chandra Mohan, Shah Nawaz, Himalayawala, K. N. Singh",Historical Drama,1945,Historical Drama
Ji Haan,Babubhai Mistry,"Shanta Patel, Agha, S. Nazir, Meera, Gulab",Action,1945,Action
Kaise Kahoon,Moti B. Gidwani,"Ragini, Jagirdar, Pran, Durga Mota, Najmal Hussain",Social Drama,1945,Social Drama
Khiladi,A. H. Essa,"E. Billimoria, Rajkumari, Gope, Agha",Action,1945,Action
Kul Kalank,Nanubhai Vakil,"Shanta Hublikar, Masood, Dulari, Majid, Shahzadi, W. M. Khan, Pratima Devi",Social,1945,Social
Kurukshetra,Rameshwar Sinha,"K. L. Saigal, Radharani, Nawab Kashmiri, Biman Bannerjee, Shanti, Agha Mohammed",Mythology,1945,Mythology
Laila Majnu,Nazir,"Swarnalata, Nazir Ahmed Khan, K. N. Singh, Ismail, Gope, Anita",Legend Costume Drama,1945,Legend Costume Drama
Lakharani,Vishram Bedekar,"Urmila, Sapru, Durga Khote, Monica Desai, Azurie, Gouri, Ramsingh, Guru Dutt, Ram Singh",Costume Drama,1945,Costume Drama
Mai Kya Karun,Sudhir Sen,"Suraiya, Pahari Sanyal, Hansa Wadkar, E. Billimoria, Shah Nawaz, Bikram Kapoor",Social,1945,Social
Mazdoor,Nitin Bose,"Veera, Nasir Khan, K. N. Singh, Radhakrishan, S. Nazir, S. L. Puri, Indumati, Motibai",Social Drama,1945,Social Drama
Meghdoot,Debaki Bose,"Leela Desai, Shahu Modak, Wasti Agha, M. Gupte, Nimbalkar, Hari Shivdasani, Kusum Deshpande",Costume Drama,1945,Costume Drama
Moorti,Chaturbhuj Doshi,"Motilal, Khursheed, Padma Bannerjee, Zamindar, Yashwant Dave",Social,1945,Social
Nasib,Vedi,"Krishnakant, Najma, Kumar, Pramila, Sunetra, Leela Mishra, Jilloobai, David Ghory, Padmini",Social,1945,Social
Nal Damyanti,Kumarsen Samarth,"Prithviraj Kapoor, Shobhana Samarth",Mythology,1945,Mythology
Neelam,Essa,"Harish, Khursheed, Sadhana Bose, Meena, Kanhaiyalal, Kalyani, Yashodhara Katju, Atish Sayani",Social,1945,Social
Pannadai,Ram Daryani,"Durga Khote, Chandra Mohan, Mubarak Meenaxi, M. Esmail, Vinay Kale, Master Vithal, Gope, Gulab, Leela Mishra, Azurie",Social,1945,Social
Pehli Nazar,Mazhar Khan,"Motilal, Veena, Munawwar Sultana, Baburao Pendharkar, Nemo, Bibbo, Balakram, Bhudo Advani, Cuckoo",Romantic Drama,1945,Romantic Drama
Phool,K. Asif,"Suraiya, Prithviraj Kapoor, Veena, Yakub, Sitara Devi, Durga Khote, Dixit, Ashraf Khan, Agha, Mazhar Khan, M. Esmail, Jilloobai",Romantic Family Drama,1945,Romantic Family Drama
Piya Milan,S. M. Yusuf,"Motilal, Nirmala Devi, Najma, W. M. Khan, Leela Mishra, Mirza Musharraf",Social,1945,Social
Prabhu Ka Ghar,Wajahat Mirza,"Trilok Kapoor, Khursheed, Sulochana Chatterjee, Bipin Gupta, Prakash, Nagendra",Devotional,1945,Devotional
Pratima,P. Jairaj,"Dilip Kumar, Swarnalata, Shah Nawaz, Mumtaz Ali, Jyoti, Mukri, P. F. Peethawala",Social,1945,Social
Preet,Ram Daryani,"Snehprabha, Chandra Mohan, Nazir, Swarnalata, Pahari Sanyal, Gope, Gulab",Romance Drama,1945,Romance Drama
Rahat,Ramniklal Desai,"Sardar Akhtar, P. Jairaj, Indira, V. Kumtekar, Hari Shivdasani, Kanhaiyalal",Social,1945,Social
Ragini,Shankar Mehta,"Najamul Hasan, Smriti, Pran, Sajjan, Baij Sharma, Mumtaz, Aruna",Social,1945,Social
Raj Laxmi,P. Mitra,"Kananbala, Jahar Ganguly, Chhabi Biswas, Purnima, Iftekhar, Natwar",Social,1945,Social
Ramayani,S. Badami,"Nargis, Chandra Mohan, Pahari Sanyal, Kanhaiyalal, Prabha, Rose, Amirbai Karnataki",Social,1945,Social
Samrat Chandragupta,Jayant Desai,"Ishwarlal, Suraiya, Sulochana Chatterjee, Mubarak, Nayampally, Renuka Devi",Epic Historical,1945,Epic Historical
Sanyasi,A. R. Kardar,"Shamim, Amar, Shyam Sunder, Ghulam Mohammed, Naseem Jr",Social,1945,Social
Sawan,Dwarka Khosla,"Motilal, Shanta Apte, Sushil Sahu, Chandraprabha, Kayam Ali, Pratima Devi",Social,1945,Social
Sharbati Ankhen,Ramchandra Thakur,"Vanmala, Ishwarlal, Rajkumari, Sumati Gupte, Firoze Dastur, Agha, Aftab, Harish",Social,1945,Social
Shirin Farhad,Prahlad Dutt,"Zahur Shah, Ragini, Jayant, Ghulam Mohammed, Gyani",Legend Romance,1945,Legend Romance
Shri Krishnarjun Yudh,Mohan Sinha,"Prithviraj Kapoor, Shobhana Samarth, Shahu Modak, Trilok Kapoor, Menaka Devi, Kanhaiyalal, Rattan Bai",Religious,1945,Religious
Swarg Se Sundar Desh Hamara,Debaki Bose,"Biman Bannerjee, Kamal Mitra, Padma Devi",Social,1945,Social
Tadbir,Jayant Desai,"K. L. Saigal, Suraiya, Mubarak, Rehana, Salvi, Rewashankar, Shashi Kapoor, Shalini",Social Romantic Drama,1945,Social Romantic Drama
Taramati,Raja Nene,"Shobhana Samarth, Anant Marathe, Devaskar, Saroj Borkar, Paresh Banerjee, Kanhaiyalal, Baby Shakuntala",Mythology,1945,Mythology
Veer Kunal,Kishore Sahu,"Shobhna Samarth, Kishore Sahu, Durga Khote, Mubarak, Moni Chatterjee, Vasantrao Pehalwan, Maya Banerji",Historical Drama,1945,Historical Drama
Vasiyatnama,Soumyen Mukherjee,"Bharati Devi, Ahindra Choudhury, Sumitra, Hiralal, Debi Mukherjee, Tulsi Chakraborty",Social,1945,Social
Vikramaditya,Vijay Bhatt,"Prithviraj Kapoor, Prem Adib, Ranjana, Baburao Pendharkar, Bhagwandas, Ratnamala, Jilloobai",Historical Drama,1945,Historical Drama
Yateem,Zia Sarhadi,"Suraiya, Yakub, E. Billimoria, Chandraprabha, Noor Mohammed Charlie, Uday Kumar, Bhudo Advani, David, Lalita Pawar",Social Drama,1945,Social Drama
Zeenat,Shaukat Hussain Rizvi,"Noor Jehan, Yakub, Karan Dewan, Dixit, Majid, Himalayawala, Salim Raza, Bibbo, Shah Nawaz, Shashikala, Nazeer, Aga, Jilloo Bai",Social Family Drama,1945,Social Family Drama
Zid,H. S. Rawail,"Ramola, Ramesh Sinha, Manorama, Balkrishna, Sunder, Zahur Shah, Hiralal",Social,1945,Social
1857,Mohan Sinha,"Surendra, Suraiya, Menaka Devi, Nigar","Drama, History",1946,"Drama, History"
Aai Bahar,Shankar Mehta,"Irshad, Om Prakash, Ajmal, Asha Posley, Noor Mohammed Charlie, Ramesh",Social,1946,Social
Airmail,A. Rashid,"Dilawar, Surekha, Atish Sayani, Maqbool Ali, Mannan",Action,1946,Action
Alibaba,Nanubhai Vakil,"Prakash, N. A. Ansari, Shanta Patel",Fantasy,1946,Fantasy
Amar Raj,Homi Wadia,"Trilok Kapoor, Nirupa Roy, Naseem Jr, Prakash, Dalpat, Atish Sayani",Mythological,1946,Mythological
Anmol Ghadi,Mehboob Khan,"Noor Jehan, Surendra, Suraiya, Zahur Raja, Murad, Leela Mishra, Anwari, Amir Banu, Bhudo Advani",Romantic Drama,1946,Romantic Drama
Arabian Nights,Niren Lahiri,"Kanan Devi, Nawab, Molina, Hiralal, Sunder, Debi Mukherjee","Adventure, Fantasy",1946,"Adventure, Fantasy"
Arab Ka Chand,Naseem Siddiqi,"Prakash, Shanta Patel, Iqbal, Rafiq Ansari, Mumtaz",Costume,1946,Costume
Arab Ka Sitara,Nanubhai Vakil,"Prakash, Amirbai Karnataki, Iqbal, Cuckoo",Costume,1946,Costume
Baap,S. Shamsuddin,"Paresh Bannerjee, Urmila, Sunder, Tandon, Radharani, Shobha",Family,1946,Family
Bachchon Ka Khel,Raja Nene,"Agha, Nimbalkar, Kabir, Baby Meena Kumari, Baby Shakuntala,",Social,1946,Social
Badnami,Majnu,"Balraj Sahni, Geeta Bali, Zubeida, Pran, Manorama, Majnu, Asha Posley, Leela",Social,1946,Social
Baghdad Ka Chor,Nanubhai Vakil,"Prakash, N. A. Ansari, Ayaz Begum",Costume,1946,Costume
Bairam Khan,Gajanan Jagirdar,"Mehtab, Sunalini Devi, Jagirdar, Suresh, Lalita Pawar, David, Benjamin, Hansa",Historical Biopic Drama,1946,Historical Biopic Drama
Bhakta Prahlad,Dhirubhai Desai,"Ulhas, Raj Kumari, Anant Marathe, Leela Chitnis, Dixit, Kedar Kapoor, Tiwari",Devorional,1946,Devorional
Bhedi Dushman,Ramjibhai Arya,"Kusum Deshpande, Kishore, Dalpat, Nazira, Majnu, Bibijan",Action,1946,Action
Bhedi Khazana,S. Usman,"Sardar Mansur, Madhurika, Bibijan, Bacha",Action,1946,Action
Bindiya,Chimanlal Luhar,"Ragini, Shakir, Kamal Zamindr, Amar, Leela Mishra",Social,1946,Social
Black and White,S. M. Raza,"John Cawas, Kusum Kumari, Nazira, Ranibala, Bacha, Baburao Pendharkar",Action,1946,Action
Black Shirt,Framji Havewala,"Benjamin, Malika, Pratima Devi",Action,1946,Action
Brahman Kanya,Safdar Mirza,"Benjamin, Malika, Pratima, Razia, Younus, Mannan",Social,1946,Social
Chamakti Bijli,Homi Master,"E. Billimoria, Sulochana Chatterjee, Sheikh, Mohammed Ali, Mehndi Raza",Action,1946,Action
Chandni Chowk,Thakur Himmat Singh,"Erika, Naeem Hashmi",Drama,1946,Drama
Chehra,R. Sharma,"Suraiya, Kamal Zamindar, Najma, S, Kapoor, Zulfi, Jugal Kishore, Amir Banu",Social,1946,Social
Circus King,B.R. Mudnaney,"Brijmala, Baburao, Cuckoo, Mirajkar, Ghori",Action,1946,Action
Dasi Ya Maa,Shaukat Hussain Rizvi,"Durga Khote, Shahu Modak, Jilloobai, Shantarin, Majid",Family Drama,1946,Family Drama
Dev Kanya,Dhirubhai Desai,"Leela Desai, Ulhas, Leela Chitnis, Wasti, Jilloobai, Kashinath, Indira",Fantasy,1946,Fantasy
Devar,S.M. Yusuf,"Yakub, Kumar, Jyoti, Yashodhra Katju, Agha, Khurshid Jr.",Family,1946,Family
Dhadkan,Zahur Raja,"Zahur Raja, Jyoti, Murad, Misra, Chandrika",Romance Drama,1946,Romance Drama
Dhanwan,Vishnu Vyas,"P. Jairaj, Paro Devi, Anjana, Dulari, Bhagwandas, Radha, Dhulia",Social,1946,Social
Dharti,Manibhai Vyas,"Trilok Kapoor, Mumtaz Shanti, Padma Bannerjee, Bikram Kapoor",Social,1946,Social
Dharti Ke Lal,Khwaja Ahmad Abbas,"Balraj Sahni, Tripti Mitra, Damyanti Sahni, Hameed Butt, Zohra Sehgal (debut), Shombu Mitra, K. N. Singh, David, Rashid Ahmed",Socialist realism,1946,Socialist realism
Dhokhebaaz,R. Shivraj,"Chandrakala, Agha, Baburao Pehalwan, Radharani, Pesi Patel, Raj Kumar, Putli",Action,1946,Action
Dil,S. F. Hasnain,"Noorjehan, Abdul Latif, Baby Zubaida, Amina",Romantic Drama,1946,Romantic Drama
Door Chalen,Phani Majumdar,"Naseem Banu, Balraj Sahni, Damyanti Sahni, Agha, Raj Kumari, David, Kamal",Social Drama,1946,Social Drama
Dr. Kotnis Ki Amar Kahani,V. Shantaram,"V. Shantaram, Jayashree, Keshavrao Date, Dewan Sharar, Vinayak, Jankidas, Ulhas, Baburao Pendharkar",Biopic Drama,1946,Biopic Drama
Double Face,M. Udwadia,"Satyanarayan, M. Udwadia, Naval",Action,1946,Action
Dulha,Manibhai Vyas,"Noor Mohammed Charlie, Gulab, Chandraprabha, Moni Chatterjee, Sankatha Prasad, Bhagwandas, Indira",Social,1946,Social
Duniya Ek Sarai,Kidar Sharma,"Begum Para, Gajanan Jagirdar, Pandit Iqbal, Meena Kumari",Social,1946,Social
Durban,S. M. Yusuf,"Kumar, Sulochana Chatterjee, Kaushalya, Yakub, Leela Mishra, S. D. Narang",Social,1946,Social
Ever Ready,Nari Ghadiali,"Benjamin, Sharda, Ali, Bibijan, Pepo Oliva",Action,1946,Action
Fighting Hero,Keshav Talpade,"Ramesh Vyas, Sudha Rao, Iqbal Begum, Mulchand, Niranjan Sharma, S. Nazir",Action,1946,Action
Flying Prince,Homi Wadia,"Fearless Nadia, John Cawas, Sona Chatterjee, Dalpat, Atish Sayani, Boman Shroff, Master Mohammed",Action,1946,Action
Ghungat,Shanti Kumar,"Nirmala, Arun Kumar, Uma Kant, Ramesh Sinha, Leela Mishra",Family Drama,1946,Family Drama
Gwalan,Baburao Patel,"Trilok Kapoor, Sushila Rani (Patel), David, Bipin Gupta, Madhuri, Bikram Kapoor",Social,1946,Social
Haqdar,Rafiq Rizwi,"Sayani Atish, Najma Begum, Harish",Costume,1946,Costume
Hasrat,Shail Mukherjee,"Suraiya, Dilawar, Ranibala, Mehrunissa, Sadiq, Roshan, Rashid",Social,1946,Social
Hawai Khataula,A. M. Khan,"Gauhar Karnataki, Devraj, Chisti, Ameena, Bashir",Action,1946,Action
Her Highness,Balwant Bhatt,"Prakash, Dilawar, Sarla Devi, Jankidas, Mehndi Raza",Action,1946,Action
Hoor-e-Baghdad,A. M. Khan,"Leela Pande, Shiraz, Mumtaz, Anwaribai, Fazlu Devraj",Costume,1946,Costume
Hoor-e-Jungle,Jaswant Jhaveri,"Shabnam, Shyam Sunder, Ashiq Hussain",Action,1946,Action
Humjoli,Ismail Memon,"Noor Jehan, P. Jairaj, Ghulam Mohammed, Agha, Mukri, Jilloobai",Social,1946,Social
Hum Ek Hain,P.L. Santoshi,"Dev Anand, Rehana, Rehman, Alka Achrekar, Ranjit Kumari, Rane, Kamla Kotnis, Durga Khote, Ram Singh",Social,1946,Social
Inam,Tara Harish,"Latika, Harishchandra Rao, Nazira, Ram Kamlani, Munshi Shyam, Bibijan",Action,1946,Action
Insaaf a.k.a. Justice,Phani Majumdar,"Swarnalata, Balraj Sahni, Navin Yagnik, Noor Mohammed Charlie, Sunalini Devi, David, K. C. Dey",Social,1946,Social
Jadugar,Anand Prasad Kapoor,"Master Vithal, Putli, Nurjehan, Athavale, Varne",Fantasy,1946,Fantasy
Jadui Putli,Ramanlal Desai,"Navinchandra, Basant Malini, Moni Chatterjee, Kalavati, Narhari Narayan Joshi",Fantasy,1946,Fantasy
Jag Biti,M. Sadiq,"Suraiya, Shakir, Sadiq Ali, Sulochana Chatterjee, Himalayawala, Ibrahim, Shalini, Ghulam Hussain, Nalini",Social Drama,1946,Social Drama
Jamna Par,A. R. Zamindar,"Mehru, Raja Salim, Maqbul, Habib, Samson",Social,1946,Social
Jeb Katra,Nari Ghadiali,"Navin Yagnik, Rajrani, Samson, Ali, Habib",Action,1946,Action
Jeevan Chhaya a.k.a. Kul Kalank,Nanubhai Vakil,"Shanta Hublikar, Masood, Shahzadi, Majid, Dulari, W. M. Khan, Saroj Borkar",Social,1946,Social
Jeevan Swapna,A. Karim,"Naseem Banu, Trilok Kapoor, Leela Pawar, N. A. Ansari, Sadiq Ali, Ahmed",Social,1946,Social
Jeevan Yatra,Master Vinayak,"Nayantara, Baburao Pendharkar, Yakub, Sunalini Devi, Pratima Devi, Shantarin, Sundarabai",Social,1946,Social
Jhumke,J.K. Nanda,"Gajanan Jagirdar, Lalita Pawar, Satish, Akhtar",Social,1946,Social
Jina Sikho,Heera Singh,"Shobha Devi, Baburao Pendharkar, Shalini, Nandrekar",Social,1946,Social
Jungle Ka Sher,Harbans,"Shanta Patel, Baburao Pehalwan, Roshan, Ghory, Mirajkar",Action,1946,Action
Jungle Ki Pukar,Ramji Arya,"Shankar Vazare, Ameena Khatoon, Mohammed Hussain, Amit Roy, Usha, Ravikant",Action,1946,Action
Kahan Gaye,Niranjan,"Geeta Bali, Chand Burke",Social,1946,Social
Kamala,Chimanlal Trivedi,"Leela Desai, Nandrekar, Gulab, Agha, Badri Prasad",Social,1946,Social
Kangoo,G. Karim,"Mahapatra, Sadiq Ali, Qamar, Anwar Sultan",Action,1946,Action
Keemat,Nazeer Ajmeri,"Amar, Sulochana Chatterjee, A. Shah, Badri Prasad, Sofia, Sharda, Nawab, Anwaribai",Social,1946,Social
Khamosh Nigahen,Moti B. Gidwani,"Manorama, Al Nasir, Zahur Shah, Pran, Subhasini,",Drama,1946,Drama
Khan Saheb,Prem Sethna,"Master Mohan, Dalsukh, Patience Cooper, Narmada Shankar",Social,1946,Social
Khooni,K. L. Khan,"Raj Rani, Dilawar, Baburao Pendharkar, Arun, Ali, Nawaz",Action,1946,Action
Khush Naseeb,Vithaldas Panchotia,"Rukmini Devi, Padma Devi, Vithaldas Panchotia, Indira, Gulab, Agha",Social,1946,Social
Kismat Ka Dhani,Ramanlal Desai,"Navinchandra, Indira, Agha, Kalavati, Gulab",Social,1946,Social
Krishna Leela,Debaki Bose,"Paresh Bannerjee, Kanan Devi, Hiralal, Ranjit Roy",Devotional,1946,Devotional
Kuldeep,N. Vaswani,"Tasneem, Vijay Mohini, Madan Puri, Bhudo Advani",Social,1946,Social
Laaj,Shazada Ayaz,"Radharani, Shamim, Ramesh",Social,1946,Social
Laat Saheb,K.P. Bhave,"Latika, Gope, Harishchandra, Khatun, Dalpat, Bibijan",Social,1946,Social
Lady Robinhood,R. N. Vaidya,"Fearless Nadia, Prakash, Shanta Patel",Action,1946,Action
Maa Baap Ki Laaj,Nanabhai Bhatt,"Swarnalata, Jayant, Nazir, Kusum Deshpande, Majid, Anwaribai, Gulab",Family Drama,1946,Family Drama
Maaf Kijiyega,Nari Ghadiali,"Prakash, Shanta Patel, Dalpat, Bibijan, Munchi Tuthi",Social,1946,Social
Magadhraj,R.S. Choudhury,"Chandra Mohan, Leela Desai, Mumtaz Shanti, Baburao Pendharker, Firoz Dastur, Sulochana Chatterjee",Epic Drama,1946,Epic Drama
Magic Cap a.k.a. Jadui Topi,J. Arastani,"Shankar Rao, Putli, Azurie, Dongre",Fantasy Action,1946,Fantasy Action
Maharana Pratap,Jayant Desai,"Khursheed, Ishwarlal, Mubarak, Sita Devi, Rewashanker, Nurjahan, Bhagwandas",Historical,1946,Historical
Mansarovar,Mahesh Chandra,"Nishi Baran, David, Kanhaiyalal, Lakshman, Baby Nirmala",Devotional,1946,Devotional
Mera Geet,Shanti Kumar,"Naseem Banu, Sushil Kumar, Mukri, Leela Pawar, Athavale, Shalini, Kesari, Mehndi Raza",Social,1946,Social
Milan,Nitin Bose,"Dilip Kumar, Mira Misra, Ranjana, Pahari Sanyal, Moni Chatterjee, S. Nazeer",Social Drama,1946,Social Drama
Mohabbat Ki Duniya,Nanubhai Vakil,"Zubeida, B. Dessa, Yousuf",Romance,1946,Romance
Nai Maa,Kant J. Parmar,"Ranjana, Jeevan, Rajkumari, Shukla",Family Drama,1946,Family Drama
Namumkin,Nari Ghadiali,"Prakash, Sharda, Chandrika, Sadiq, Tun Tun, Shagun, Faqir Mohammed",Action,1946,Action
Nargis,D.D. Kashyap,"Nargis, Rehman, Shah Nawaz, David, Alka Achrekar, Pratima Devi",Social,1946,Social
Neecha Nagar,Chetan Anand,"Kamini Kaushal, Uma Anand, Rafiq Ahmed, Rafi Peer, Zohra Sehgal",Socialist realism,1946,Socialist realism
Neera Aur Nanda,R. S. Junnarkar,"Nishi Baran, Jaysinha, Shashi, Rupbasant, A. Chandrakant, Baby Naseem",Social,1946,Social
Nehle Pe Dehla,Hansraj Patel,"E. Bilimoria, Shanta Patel, Prakash, Samson",Action,1946,Action
Nek Parvin,S. M. Yusuf,"Ragini, Yakub, Ulhas, Yashodhara katju, Masud, W. M. Khan",Family Drama,1946,Family Drama
Nishana,K. L. Khan,"Navinchandra, Radharani, Sadiq, Mannan, Razi",Action,1946,Action
Noor-e-Arab a.k.a. Tilasmi Heera,A. M. Khan,"Yashwant Dave, Ameena, Bhim, Sultan Alam, Dalpat, Mannan, Devasker, A. M. Ansari",Fantasy,1946,Fantasy
Omar Khaiyyam,Mohan Sinha,"K. L. Saigal, Suraiya, Wasti, Shakir, Leela, Muammil, Madan Puri, Benjamin",Fictionalized Biopic,1946,Fictionalized Biopic
Panditji,G. R. Durrani,"Surekha, Nawaz, Ghulam Rasool, Agha, Mumtaz",Social,1946,Social
Panihari,Gunjal,"Surendra, Shanta Apte, Yakub, Urmila, Kanhaiyalal, Gulab, Leela Mishra",Social,1946,Social
Paraye Bas Mein,Daud Chand,"Zubeida, Zahur Shah, Pran, Asha Posley, Ramlal, Mala",Social Drama,1946,Social Drama
Pehchan,P.C. Barua,"P. C. Barua, Ahindra Chowdhary, Jumna Barua, Robin Majumdar, Maya Bannerjee, Indu Mukherjee",Social,1946,Social
Phir Bhi Apna Hai,Raja Nene,"Nalini Jaywant, Jagdish Sethi, Kusum Deshpande, Sunalini Devi, Saroj Borkar, Paresh Bannerjee",Social,1946,Social
Phoolwari,Chaturbhuj Doshi,"Motilal, Khursheed, Madhubala, Tiwari, Dixit, Nazira",Social,1946,Social
Prem Ki Duniya,Jyotish Bannerjee,"Alaknanda, Chhabi Biswas, Ahindra Choudhury, Kalpana",Social,1946,Social
Prithviraj Samyukta,Najam Naqvi,"Prithviraj Kapoor, Neena, Bharat Vyas, Tiwari, Neelam, Shyama, Ram Avtar",Historical Romance Drama,1946,Historical Romance Drama
Pujari,Aspi Irani,"Mumtaz Shanti, Masood, Baby Mumtaz, Yashwant Dave, Bipin Gupta",Social,1946,Social
Rajputani,Aspi Irani,"P. Jairaj, Veena, Bipin Gupta, Ghulam Mohammed, Baby Mumtaz: Madhubala, Altaf, Noori, Usha Rani",Costume Drama,1946,Costume Drama
Rangbhoomi,Mohan Dayaram Bhavnani,"Nigar Sultana, K. N. Singh, Jagdish Sethi, Sulochana Chattrjee, Maqbul, Navin Yagnik, Gope, Leela Mishra, Amir Banu",Social,1946,Social
Rasili,Hanuman Prasad,"Radharani, Sushil Kumar, Anant Prabhu, Ranibala, Kanhaiyalal, Ramesh Gupta",Social Drama,1946,Social Drama
Rehana,Harbans,"Manorama, Pran, Salim Raza, Ramesh, Majnu, Asha, Leela",Action,1946,Action
Reporter,D.S. Potdar,"Ali, Benjamin, Bibìjan, Phoolrani, Dilawar, Vithaldas Panchoti, Azurie, D. S. Salvi, Putli",Action,1946,Action
Room No. 9,Vedi,"Shyam, Geeta Nizami, K. N. Singh, Saroj Borkar, Ranjit, Randhir",Social,1946,Social
Royal Mail,Nari Ghadiali,"Yashwant Dave, Husn Banu, Roopa, Chandrika, Habib",Action,1946,Action
Rukmini Swayamvar,Baburao Painter,"Durga Khote, Baburao Pendharkar, Master Vithal, Ratnamala, Devasker, D. S. Salvi",Mythology,1946,Mythology
Rupa,Nazir,"Surekha, Ratanmala, Biman Banerjee, Agha, Jilloobai",Social,1946,Social
Saathi,M. Sadiq,"Mehtab, E. Ismail, Sadiq Ali, Badri Prasad, Gulab, Majid, Jyoti",Social,1946,Social
Safar,Bibhuti Mitra,"Kanu Roy, Shobha, V. H. Desai, Rajinder Singh, Haroon, S. L. Puri",Social,1946,Social
Salgirah,K. S. Daryani,"P. Jairaj, Snehprabha Prdhan, Kumar, Gope, Pramila, Bibbo",Social,1946,Social
Santan,"B. Damania, Ram Prakash","Benjamin, Rehana, Lalita Pawar, David, Zeb Qureshi, Sumati Gupte",Social,1946,Social
Sassi Punnu,Jagatrai Pesumal Advani,"P. Jairaj, Geeta Nizami, E. Bilimoria, Gope, Bibbo, Yashodhra Katju, Majid",Legend Romance,1946,Legend Romance
Sati Seeta,H. M. Reddy,"Padmavati Shaligram, B. R. Tandon, Sundar Rao, Bhagwan Das, Sundaribai, Master Mohammed",Religious,1946,Religious
Shah-e-Misr,G. R. Sethi,"Ajit, Geeta Bose, Abdul, Meghmala, Hamid",Costume,1946,Costume
Shahi Khazana,S. Usman,"Madhurika Devi, Sardar Mansur, Elizer, Violet Cooper",Action,1946,Action
Shaher Se Door,Barkat Mehra,"Al Nisar, Meena Shorey, Om Prakash, Irshad, Ajmal, Durga Mota",Social,1946,Social
Shahjehan,Abdul Rashid Kardar,"K. L. Saigal, Ragini, Nasreen, P. Jairaj, Afzal, Anwari, Sulochana Chatterji, Azurie","Fictionalised history, Romance, Drama",1946,"Fictionalised history, Romance, Drama"
Shalimar,Roop K. Shorey,"Begum Para, Al Nasir, Chandra Mohan, Manorama, Amanath, Zahur Shah, Majnu",Fantasy,1946,Fantasy
Sham Savera,M. Sadiq,"Swarnalata, Rafiq Ghaznavi, Wasti, Sulochana Chatterjee, Pratima Devi, Badri Prasad",Social,1946,Social
Shama,"Adi F. Keeka, Abdul Majid, R. Khambata","Mehtab, Prakash, Wasti, Chanda, Abu Bakar",Social Drama,1946,Social Drama
Shatranj,Vaju Kotak,"Gajanan Jagirdar Leela Chitnis, Krishnakant, Amritlal, Padma Banerjee, Nand Kishore",Social,1946,Social
Shikari,Savak Vacha,"Ashok Kumar, Veera, Paro Devi, Kishore Kumar, S. L. Puri, Leela Mishra, V. H. Desai, Rama Shukal",Drama,1946,Drama
Shravan Kumar,Ram Daryani,"Menaka Devi, Pahari Sanyal, Mumtaz Shanti, Chandra Mohan, K. C. Dey, Gope, Gulab",Mythology,1946,Mythology
Silver Queen,Raja Yagnik,"Madhuri, Navinchandra, Bibijan, Agha, Dalpat, Devasker",Action,1946,Action
Sinbad The Sailor,"Nanubhai Vakil, Amulakh Desai","Prakash, Shanta Patel, Mumtaz",Fantasy,1946,Fantasy
Sofia,G. S. Devare,"Ibrahim, Noortanha, Sunder, Fatima, Tiwari, Vithaldas Panchotia",Action,1946,Action
Sona Chandi,R. D. Pareenja,"Kamala, Chandni, Kishori, Ghulam Rasool, Haroon, Saroj Borkar, Kathana",Sona Chandi,1946,Sona Chandi
Subhadra,Master Vinayak,"Prem Adib, Shanta Apte, Ishwarlal, Yakub Meenaxi, Usha Mantri",Mythology,1946,Mythology
Suleh,Apurba Kumar Mitra,"Jamuna Barua, Biman Bannerjee, Devbala, Bipin Gupta, Tulsi Chakraborty, Ahindra Choudhury",Social,1946,Social
Swadesh Sewa,Nagendra Majumdar,"N. Majumdar, Madhav Kale, Gauhar Karnataki, David, Athavale",Social,1946,Social
Talwarwala,Nagendra Majumdar,"Master Vithal, Noor Jehan, Dinkar, Azurie",Action Drama,1946,Action Drama
Tassavvur,Premkishan Jani,"Anjum Aaga, Adil jaan, Noor-Jahan, Nandan",Drama,1946,Drama
Tilasmi Duniya,A. M. Khan,"Sarla Devi, Shiraz, S, Kulkarni, Ansari, Madhukar Gupte, Rampyari",Social,1946,Social
Toofan Queen,Ramnik Vaidya,"Fearless Nadia, Prakash, Agha, Shanta Patel, Shyam Sunder",Action,1946,Action
Tum Aur Main,Apurba Kumar Mitra,"Kanan Devi, Talat Mehmood, Manorama, Chhabi Biswas, Purnima, Paresh Bandhopadhyay, Sabita Devi, Sandhya Rani",Drama,1946,Drama
Uttara Abhimanyu,Sarvottam Badami,"Ashok Kumar, Chhaya Devi, Shahu Modak, Shanta Apte, S. N. Tripathi",Mythology,1946,Mythology
Valmiki,Bhalji Pendharkar,"Prithviraj Kapoor, Shanta Apte, Pratima Devi, Vinay Kale, Leela, Prabhakar, Pratima Devi, Vinay Kale, Baburao Pendharkar",Biopic,1946,Biopic
Wamaq Azra,Nazir Ajmeri,"Swarnalata, Nazir Ahmed Khan, Prakash, W. M. Khan, M. Esmail, Kusum Deshpande",Costume,1946,Costume
