Title,Director,Cast,Genre,Year
Supreme,Anil Ravipudi,"Sai Dharam Tej, Raashi Khanna, Ravi Kishan, Kabir Duhan Singh, Rajendra Prasad",Action,2016
Brahmotsavam,Srikanth Addala,"Mahesh Babu, Kajal Aggarwal, Samantha Ruth Prabhu, Pranitha Subhash",Family Drama,2016
A Aa,Trivikram Srinivas,"Nithiin, Samantha, Naresh, Srinivas Avasarala",Romance / Drama,2016
Okka Ammayi Thappa,Rajasimha Tadinada,"Sundeep Kishan, Nithya Menen, Ravi Kishan, Ali, Prudhviraj",Romantic thriller,2016
Parvathipuram,M.A. Chowdary,"Madan, Srushti Dange, Tapashree, Kushi Sharma, Leena David",Horror,2016
Right Right,J. B. Murali krishna,"Sumanth Ashwin, Pooja Jhaveri, Pavani Gangireddy, Nassar",Comedy drama,2016
Gentleman,Mohan Krishna Indraganti,"Nani, Niveda Thomas, Surabhi, Srinivas Avasarala, Tanikella Bharani, Vennela Kishore",Romance,2016
Premikudu,Kala Sundeep,"Maanas N, Sanam Shetty, Shakalaka Shankar, Paruchuri Venkateswara Rao, Bhanu Chander",Love Crime,2016
Meeku Meere Maaku Meme,Hussain Sha Kiran,"Tarun Shetty, Avantika Mishra, Jenny Honey, Kireeti Damaraju",Romantic Comedy,2016
Oka Manasu,Rama Raju Gottimukkala,"Naga Shourya, Niharika Konidela, Rao Ramesh, Srinivas Avasarala",Romance,2016
Kundanapu Bomma,Mullapudi Vara,"Chandini Chowdary, Sudhakar Komakula, Sudheer Varma, Aalapati Lakshmi",Drama,2016
Rajadhi Raja,Cheran,"Sharwanand, Nithya Menen, Prakash Raj, Santhanam",Rom-com,2016
Arddhanaari,Bhanushanker Chowdary,"Arjun Yajath, Mouryaani",Action / Drama,2016
Rojulu Marayi,Murali Krishna Mudidani,"Chethan, Parwatheesham, Kruthika Jayakumar, Tejaswini, Raja Ravindra",Romance,2016
Antham,GSSP Kalyan,"Rashmi Gautam, Charandeep",Thriller,2016
Iddaram,Sudhakar Vinukonda,"Sanjeev, Sai Krupa",Romantic thriller,2016
Selfie Raja,G. Eshwar Reddy,"Allari Naresh, Sakshi Chaudhary, Kamna Jethmalani, Saptagiri",Comedy,2016
Nayaki,Goverdhan Reddy,"Nara Rohit, Trisha, Ganesh Venkatraman",Horror,2016
Pelli Choopulu,Tharun Bhascker Dhaassyam,"Vijay Deverakonda, Ritu Varma",Romantic comedy,2016
Jakkanna,Vamshi Krishna Akella,"Sunil, Mannara Chopra, Kabir Duhan Singh, Posani Krishna Murali",Comedy,2016
Manamantha,Chandra Sekhar Yeleti,"Mohanlal, Gouthami, Viswant Duddumpudi, Anisha Ambrose, S. P. Balasubrahmanyam",Drama,2016
Srirastu Subhamastu,Parasuram,"Allu Sirish, Lavanya Tripathi, Prakash Raj, Sumalatha, Rao Ramesh, Sumithra",Romance,2016
Babu Bangaram,Maruthi Dasari,"Daggubati Venkatesh, Nayanthara, Sampath Raj, Posani Krishna Murali",Action,2016
Bommala Ramaram,Nishanth Pudhari,"Soori, Roopa Reddy, Priyadarshi Pullikonda, Thiruveer",Crime thriller,2016
Thikka,Sunil Reddy,"Sai Dharam Tej, Mannara Chopra, Rajendra Prasad (actor)",Action Comedy,2016
Aatadukundam Raa,G. Nageswara Reddy,"Sushanth, Sonam Bajwa",Romance,2016
Chuttalabbayi,Veerabhadram Chowdary,"Aadi, Namitha Pramod",Action Comedy,2016
Banthi Poola Janaki,Nellutla Praveen Chander,"Dhanraj, Diksha Panth, Sudheer, Chandra",Comedy Thriller,2016
Avasaraniko Abaddam,Suresh KV,"Lokesh, Rajesh, Shashank, Geethanjali",Thriller,2016
Janatha Garage,Koratala Siva,"Mohanlal, NTR Jr., Nithya Menen, Samantha Ruth Prabhu",Action,2016
Jyo Achyutananda,Srinivas Avasarala,"Nara Rohit, Naga Shourya, Regina Cassandra",Romantic Comedy,2016
Nirmala Convent,G.Naga Koteshwar Rao,"Roshan Meka, Shriya Sharma, Akkineni Nagarjuna",Romantic Comedy,2016
Siddhartha,K V Dayanand Reddy,"Sagar, Sakshi Chaudhary, Kota Srinivasa Rao",Action Thriller,2016
Majnu,Virinchi Varma,"Nani, Anu Emmanuel",Romantic Drama,2016
Hyper,Santosh Srinivas,"Ram Pothineni, Raashi Khanna, Sathyaraj, Rao Ramesh",Action Comedy,2016
Jaguar,Mahadev,"Nikhil Gowda, Deepti Sati, Jagapati Babu, Rao Ramesh, Ramya Krishna, Sampath Raj, Adithya Menon",Action,2016
Abhinetri,A. L. Vijay,"Prabhu Deva, Tamannaah, Sonu Sood",Horror - Thriller,2016
Eedu Gold Ehe,Veeru Potla,"Sunil, Richa Panai, Sushma Raj, Naresh, Puneet Issar",Romantic Drama,2016
Mana Oori Ramayanam,Prakash Raj,"Prakash Raj, Priyamani, Prudhviraj, Satyadev",Drama,2016
Premam,Chandoo Mondeti,"Naga Chaitanya, Shruti Hassan, Anupama Parameswaran",Romantic Drama,2016
Ism,Puri Jagannadh,"Nandamuri Kalyan Ram, Aditi Arya, Jagapati Babu",Action,2016
L7,Mukund Pande,"Adith Arun, Pooja Jhaveri, Vennela Kishore",Horror,2016
Nandini Nursing Home,P. V. Giri,"Nawin Vijay Krishna, Nithya Naresh, Shakalaka Shankar, Shravya, Jaya Prakash Reddy, Vennela Kishore",Romantic comedy,2016
Shankara,Thathineni Satya Prakash,"Nara Rohith, Regina Cassandra, M. S. Narayana, John Vijay, Rajeev Kanakala",Action,2016
Thanu Vachenanta,Venkat Kancherla,"Rashmi Gautam, Teja Kakumanu, Dhanya Balakrishna, Chalaki Chanti",Horror comedy,2016
Aavu Puli Madhyalo Prabhas Pelli,Ravi Pachipala,"Kalakeya Prabhakar, Ravi Teja, Ashwini Chandrasekhar",Comedy,2016
Manalo Okkadu,R. P. Patnaik,"R. P. Patnaik, Anita Hassanandani Reddy",Drama,2016
Naruda Donoruda,Mallik Ram,"Sumanth, Pallavi Subhash, Tanikella Bharani",Romantic comedy,2016
Sahasam Swasaga Sagipo,Gautham Menon,"Naga Chaitanya, Manjima Mohan, Baba Sehgal",Action - Romance,2016
Ekkadiki Pothavu Chinnavada,Vi Anand,"Nikhil Siddharth, Hebah Patel, Nandita Swetha",Supernatural - Romance - Thriller,2016
Jayammu Nischayammu Raa,Shiva Raj Kanumuri,"Srinivasa Reddy, Shamna Kasim, Posani Krishna Murali, Sree Vishnu, Ravi Varma, Krishnudu",Comedy,2016
Araku Road Lo,Wassudev,"Sairam Shankar, Nikesha Patel",Action - Thriller,2016
Dhruva,Surender Reddy,"Ram Charan, Rakul Preet Singh, Aravind Swamy",Action - Thriller,2016
Meelo Evaru Koteeswarudu,E. Satthibabu,"Naveen Chandra, Shruti Sodhi, Saloni Aswani, Dhanraj, Raghu Babu, Prabhas Sreenu, Pruthviraj Balireddy",Romantic comedy,2016
Janaki Ramudu,T. Satish Babu,"Mouryaani, Naveen Sanjay, Arjun Yajath",Love Story,2016
Naanna Nenu Naa Boyfriends,Bhaskar Bandi,"Hebah Patel, Tejaswi Madivada, Noel Sean, Parvateesam, Rao Ramesh, Sana",Romantic comedy,2016
Saptagiri Express,Arun Pawar,"Saptagiri, Roshini Prakash, Ali, Posani Krishna Murali, Shayaji Shinde, Shakalaka Shankar",Romantic comedy,2016
Vangaveeti,Ram Gopal Varma,"Sandeep Kumar, Vamsi Nakkanti, Vamsi Changanti, Naina Ganguly, Kautilya",Political drama,2016
Sarabha,Narsimha Rao,"Aakash Kumar Sehdev, Mishti Chakravarty, Jayaprada, Nassar",Socio Fantasy,2016
Pittagoda,Anudeep K. V.,"Vishwadev, Punarnavi Bhupalam",Coming-Of-Age,2016
Appatlo Okadundevadu,Sagar K. Chandra,"Nara Rohith, Sree Vishnu, Tanya Hope, Rajeev Kanakala, Posani Krishna Murali",Action,2016
Karam Dosa,Trivikram Gajulapalli,"Shivakumar Ramachandravarapu, Surya Sreenivas, Y. Kasi Viswanath",Drama-Comedy-Social,2016
Intlo Deyyam Nakem Bhayam,G. Nageswara Reddy,"Allari Naresh, Kruthika Jayakumar, Rajendra Prasad",Comedy Horror,2016
Nenosta,Parand Kalyan,"Gnan Prakash, Surya Sreenivas, Priyanka Pallavi",Thriller,2016
Evaro Tanevaro,S. Babji,"Naveen Gautham, Sarayu, Chalapathi Rao, Priyanka",Horror/thriller,2017
Inkenti Nuvve Cheppu,Siva Sri,"Prashanth Bodetti, Manikanta Sunny, Pujitha, Suman",Romance,2017
No.1 Hero Rajendar Love Stori,Rajendar,"Rajendar, Sri Devi",Romance,2017
Padamati Sandhyaragam London Lo,Vamshi Muniganti,"Mirabel Stuart, Chaitu Shantharam, Shahela Rani",Romantic comedy,2017
Ye Rojaithey Chusaano,G. Bala,"Manoj Nandam, Suma, Smithika Acharya, Monika Singh",Erotic romance,2017
Khaidi No. 150,V.V. Vinayak,"Chiranjeevi, Kajal Aggarwal, Tarun Arora",Action drama,2017
Gautamiputra Satakarni,Krish,"Nandamuri Balakrishna, Shriya Saran, Hema Malini, Shiva Rajkumar",Historical drama,2017
Head Constable Venkataramaiah,Chadalavada Srinivasa Rao,"R. Narayana Murthy, Jayasudha",Crime drama,2017
Shatamanam Bhavati,Satish Vegesna,"Sharwanand, Anupama Parameswaran, Prakash Raj, Jayasudha",Romantic drama,2017
Luckunnodu,Raj Kiran,"Manchu Vishnu, Hansika Motwani",Action/ Comedy,2017
Nenu Local,Trinadha Rao Nakkina,"Nani, Keerthy Suresh, Naveen Chandra, Sachin Khedekar",Romantic Comedy,2017
Ika..Se..Love,Dungroth Nagaraj,"Sai Ravi, Deepthi",Romance,2017
Om Namo Venkatesaya,K. Raghavendra Rao,"Nagarjuna Akkineni, Anushka Shetty, Jagapati Babu, Saurabh Raj Jain",Devotional-Biographical,2017
Ghazi,Sankalp Reddy,"Daggubati Rana, Taapsee Pannu, Kay Kay Menon, Atul Kulkarni",War,2017
Vajralu Kavala Nayana,Radha Krishna,"Anil Buragani, Nikitha Bhist, Kasi Sivakumar",Comedy,2017
C/o Godavari,Raja Rammohan,"Deepu Naidu, Rohit Sirigiri, Shruthi Varma, Posani Krishna Murali, Prabhas Sreenu, Suman",Drama,2017
Winner,Gopichand Malineni,"Sai Dharam Tej, Rakul Preet Singh, Jagapati Babu, Mukesh Rishi",Action,2017
Dwaraka,Srinivas Ravindra,"Vijay Deverakonda, Pooja Jhaveri, Prakash Raj, Surekha Vani",Romance,2017
Gunturodu,S. K. Satya,"Manchu Manoj, Pragya Jaiswal, Rajendra Prasad, Sampath Raj, Kota Srinivasa Rao",Romance / Action,2017
Kittu Unnadu Jagratha,Vamsi Krishna,"Raj Tarun, Anu Emmanuel, Arbaaz Khan",Romance / Action,2017
Aakatayi,Rom Bhimana,"Aashish Raj, Rukshar Mir, Suman, Pradeep Rawat, Posani Krishna Murali, Brahmanandam",Action,2017
Chitrangada,G. Ashok,"Anjali, Sakshi Gulati, Saptagiri, Raja Ravindra",Comedy thriller,2017
Lakshmi Bomb,Karthikeya Gopalakrishna,"Lakshmi Manchu, Prabhakar, Posani Krishna Murali, Hema, Bharath Reddy",Comedy,2017
Happy Birthday,Pallela Veerareddy,"Chennamaneni Sridhar, Jyoti Sethi, Sanjjanaa, Sravan Raghavendra",Thriller,2017
Maa Abbayi,Kumar Vatti,"Sree Vishnu, Chitra Shukla",Romance,2017
Nenorakam,Sudharshan Salendra,"Sai Ram Shankar, Reshmi Menon, R. Sarath Kumar",Action,2017
Pichiga Nachav,V. Sesibhushan,"Sanjeev, Chetana Uttej, Nandu, Karunya",Romance,2017
Katamarayudu,Kishore Kumar Pardasani,"Pawan Kalyan, Shruti Hassan, Tarun Arora",Action,2017
Kannayya,Vipul,"Vipul, Harshita Singh Panwar",Romantic drama,2017
Nuvvu Evaro Nenu Evaro,Bhaskar,"Suman Shetty, Meghana Rai",Romance,2017
Cine Mahal - Rojuki 4 Aatalu,Laxman Varma,"Ryan Rahul, Thejaswini, Siddhansh, Jeeva",Drama,2017
Guru,Sudha Kongara Prasad,"Daggubati Venkatesh, Ritika Singh",Action,2017
Rogue,Puri Jagannadh,"Ishaan, Mannara Chopra, Angela Krislinzki, Thakur Anoop Singh, Posani Krishna Murali, Ajaz Khan",Action,2017
Aranyamlo,Sudarshan Reddy Palvai,"Rohit, Shalu, Charan Naidu",Horror,2017
Chinni Chinni Asalu Nalo Regene,Santhosh Nelanti,"Keerthi Manu, Sonia Deepti, Pavan, Thagubothu Ramesh",Romance,2017
Kathrina Kareena Madyalo Kamalhaasan,Ratna Korepally,"Mamatha Rahuth, Sasanka Mouli, Chithram Sreenu",Comedy,2017
Lakshmi Devi Samarpinchu Nede Chudandi,Jakee Atheek,"Naresh, Aamani, Akhil, Charan, Kiran, Sonu, Poonam, Srikoti, Naga Babu",Fantasy/Comedy,2017
Nuvvu Nenu Osey Orey,Ravichandra Kannikanti,"Arjun Mahi, Ashwini, Prudhviraj",Romance,2017
Saranam Gacchami,Premaraj Enumula,"Naveen Sanjay, Tanishq Tiwari, Posani Krishna Murali",Drama,2017
Mister,Srinu Vaitla,"Varun Tej, Lavanya Tripathi, Hebah Patel",Action,2017
Dhada Puttistha,Harish. E,"Vinni Viyan, Neha Deshpande, Harini, Aanya",Romantic thriller,2017
Iddari Madhya 18,Nani Acharya,"Ram Karthik, Bhanu Tripatri",Romance,2017
Lanka,Sri Muni,"Raasi, Sai Ronak, Ena Saha, Shiju, Supreeth, Leena Siddhu, Satyam Rajesh, Satha, Sudarshan",Thriller,2017
Lover Boy,Sanjeev Naidu,"Sanjeev Naidu, Sonia Chowdhary",Romance,2017
Baahubali: The Conclusion,S. S. Rajamouli,"Prabhas, Anushka Shetty, Ramya Krishna, Rana Daggubati, Tamannaah, Sathyaraj",Epic/Historical fiction,2017
Babu Baga Busy,Naveen Medaram,"Srinivas Avasarala, Tejaswi Madivada, Mishti Chakraborty, Sreemukhi",Comedy,2017
Radha,Chandra Mohan,"Sharwanand, Lavanya Tripathi, Aksha Pardasany",Masala,2017
Rakshaka Bhatudu,Vamsi Krishna Akella,"Richa Panai, Brahmaji, Brahmanandam, Prabhakar",Action-comedy,2017
Venkatapuram,Venu Madikanti,"Rahul Haridas, Mahima Makwana, Ajay",Thriller,2017
Keshava,Sudheer Varma,"Nikhil Siddharth, Ritu Varma, Isha Koppikar, Rao Ramesh",Action thriller,2017
Mixture Potlam,Sathish Kumar M. V.,"Shweta Basu Prasad, Jayanth, Geethanjali Thasya, Posani Krishna Murali, Bhanuchander",Romantic comedy,2017
Tik Tak,Haranath Policherla,"Haranath Policherla, Mounika, Nishi Gandha",Horror,2017
Gopyam,Ballem Venu Madhav,"Tharun Sharma, Indu Priya, Annapoorna",Thriller,2017
Neelimalai,Suryakiran Eladi,"Anand Krishna, Vrushali Gosavi, Ali, Satya Prakash",Romantic drama,2017
O Pilla Nee Valla,Kishore,"Krishna Chaitanya, Rajesh Rathod, Monica Singh",Romance,2017
Rarandoi Veduka Chudham,Kalyan Krishna Kurasala,"Naga Chaitanya, Rakul Preet Singh, Jagapathi Babu, Sampath Raj, Irshad, Vennela Kishore",Romance/Drama,2017
Sriramudinta Srikrishnudanta,Naresh Penta,"Sekhar Varma, Deepthi Shetty, Madhusudhanan Rao, Madhumani Nidu",Romance,2017
Andhhagadu,Veligonda Srinivas,"Raj Tarun, Hebah Patel, Rajendra Prasad, Ashish Vidyarthi, Sayaji Shinde",Romantic/Comedy,2017
Fashion Designer s/o Ladies Tailor,Vamsi,"Sumanth Ashwin, Anisha Ambrose, Manali Rathod, Manasa Himavarsha",Romantic/Comedy,2017
Neelampati Ammoru,Thota Krishnamurthy,"Sai Kiran, Suman, Sri Latha",Drama,2017
Ami Thumi,Mohan Krishna Indraganti,"Srinivas Avasarala, Eesha Rebba, Adivi Sesh, Tanikella Bharani, Vennela Kishore",Comedy,2017
Kaadhali,Pattabhi R. Chilukuri,"Harish Kalyan, Sai Ronak, Pooja K. Doshi, Mohan Raman",Drama,2017
Pelliki Mundu Prema Katha,Madhu Gopu,"Chethan Cheenu, Sunaina, Thagubothu Ramesh",Romance,2017
Raja Meeru Keka,Krishna Kishore,"Taraka Ratna, Revanth, Noel Sean, Lasya",Drama,2017
Duvvada Jagannadham,Harish Shankar,"Allu Arjun, Pooja Hegde, Rao Ramesh, Murali Sharma, Subbaraju, Chandra Mohan, Tanikella Bharani, Harish Uthaman, Vennela Kishore",Action Comedy,2017
Jayadev,Jayanth C. Paranjee,"Ganta Ravi, Malvika Raaj, Vinod Kumar, Posani Krishna Murali, Vennela Kishore",Action,2017
Khayyum Bhai,Bharath,"Katta Rambabu, Taraka Ratna, Priya Harshitha",Action,2017
,,,,2017
,,,,2017
Ninnu Kori,Shiva Nirvana,"Nani, Niveda Thomas, Aadhi Pinisetty, Tanikella Bharani, Murali Sharma, Rajashree, Neetu Chandra",Romance,2017
Rakshasi,Panna Royal,"Abhimanyu Singh, Poorna, Panna Royal, Baby Dhanvi, Thagubothu Ramesh",Horror,2017
Rendu Rellu Aaru,Nandu,"Anil Mallela, Mahima, Aishwarya Gorak, Naresh",Romance,2017
Dr. Chakravarthy,Shekkhar Suri,"Richard Rishi, Sonia Mann, Lena",Thriller,2017
Patel S. I. R.,Vasu Parimi,"Jagapati Babu, Padmapriya Janakiraman, Tanya Hope, Subbaraju, Posani Krishna Murali, Raghu Babu",Action,2017
Shamanthakamani,Sriram Adittya,"Nara Rohit, Sudheer Babu, Sundeep Kishan, Aadi Saikumar, Rajendra Prasad",Action thriller,2017
Fidaa,Sekhar Kammula,"Varun Tej, Sai Pallavi, Satyam Rajesh",Romance,2017
Kala Varam Aaye,Sampath V. Kumar,"Vibheesh, Priyanka Jawalkar, Chandra Mohan, Sanjeev",Romantic drama,2017
Maya Mall,Govind Lalam,"Dilip Kumar, Eesha Rebba, Deeksha Panth, Thagubothu Ramesh",Horror,2017
Vaisakham,Jaya. B,"Harish, Avantika Mishra, Balireddy Pruthviraj",Romance,2017
Goutham Nanda,Sampath Nandi,"Gopichand, Hansika Motwani, Catherine Tresa, Sachin Khedekar, Mukesh Rishi, Nikitin Dheer, Ajay",Action,2017
Naku Nene Thopu Turumu,Sivamani Reddy,"Ashok Sunkara, Manasa Chalapathi Rao, Suman Shetty",Comedy,2017
Darsakudu,Jakka Hari Prasad,"Ashok Bandreddi, Eesha Rebba, Poojitha Ponnada",Romantic drama,2017
Green Card,Rums,"Shatrughna Rayapati, Stephany, Chalapathi Rao",Comedy drama,2017
Idem Deyyam,V. Ravi Varma,"Racha Ravi, Kirak RP, Rachana Smith, Ruchi",Comedy drama,2017
Nakshatram,Krishna Vamsi,"Sundeep Kishan, Sai Dharam Tej, Regina Cassandra, Pragya Jaiswal, Prakash Raj, Tanish",Action,2017
Vasham,Srikanth Challa,"Nanda Kishore, Vasudev Rao, Swethaa Varma",Thriller,2017
LIE,Hanu Raghavapudi,"Nithiin, Megha Akash, Arjun Sarja, Ravi Kishan, Nassar",Thriller,2017
Jaya Janaki Nayaka,Boyapati Srinu,"Bellamkonda Sreenivas, Rakul Preet Singh, Jagapati Babu, Tarun Arora, R. Sarathkumar",Action,2017
Nene Raju Nene Mantri,Teja,"Rana Daggubati, Kajal Aggarwal, Catherine Tresa, Navdeep, Ashutosh Rana, Pradeep Rawat",Political Thriller,2017
Anando Brahma,Mahi V Raghav,"Taapsee Pannu, Srinivasa Reddy, Vennela Kishore, Thagubothu Ramesh, Shakalaka Shankar",Horror Comedy,2017
Prathi Kshanam,G. M. K. Reddy,"Maneesh, Tejaswini Prakash, Veda Sastry",Thriller,2017
Preminche Panilo Vunna,Pradeep Manchala,"Raghuram Dronavajjala, Bindu Barbie",Romance,2017
Arjun Reddy,Sandeep Reddy Vanga,"Vijay Deverakonda, Shalini Pandey, Kanchana, Rahul Ramakrishna",Romance,2017
VIP 2,Soundarya Rajinikanth,"Dhanush, Kajol, Amala Paul",Masala,2017
Nee Preme Naa Pranam,Rajasekhar,"Lucky, Sireesha, Vizag Dhanaraj,",,2017
Paisa Vasool,Puri Jagannadh,"Nandamuri Balakrishna, Shriya Saran, Kabir Bedi, Vikramjeet Virk, Kyra Dutt",Action,2017
Shalini,Sheraz,"Amogh Deshapathi, Archana Chowdapur, Lucky Ekari",Horror,2017
Vellipomakey,Ali Mohammed,"Vishwak Sen, Supraja, Swetha",Romance,2017
Meda Meeda Abbayi,C. Prajith,"Allari Naresh, Nikhila Vimal, Srinivas Avasarala, Satyam Rajesh",Comedy,2017
Yuddham Sharanam,Krishna Marimuthu,"Naga Chaitanya, Lavanya Tripathi, Srikanth, Rao Ramesh",ActionRomance,2017
Kathalo Rajakumari,Mahesh Surapaneni,"Nara Rohit, Naga Shourya, Namitha Pramod, Srinivas Avasarala",Action,2017
Srivalli,K. V. Vijayendra Prasad,"Rajath Krishna, Neha Hinge, Rajeev Kanakala, Araham Khan, Sufi Syed, Hema",Sci-fi thriller,2017
Ungarala Rambabu,Kranthi Madhav,"Sunil, Miya, Prakash Raj, Vennela Kishore, Posani Krishna Murali, Ali, Rajeev Kanakala, Raja Ravindra",Comedy,2017
Veedevadu,Tatineni Satya,"Sachiin J. Joshi, Esha Gupta, Prabhu, Kishore, Srinivasa Reddy",Action,2017
Jai Lava Kusa,K. S. Ravindra,"N. T. Rama Rao Jr., Raashi Khanna, Niveda Thomas, Ronit Roy, Nanditha Raj, Hamsa Nandini, Posani Krishna Murali, Sai Kumar, Pradeep Rawat, Nassar, Abhimanyu Singh, Harish Uthaman",Action/Drama,2017
Spyder,AR Murugadoss,"Mahesh Babu, Rakul Preet Singh, S. J. Surya, Bharath, RJ Balaji, Shaji Chen, Priyadarshi Pullikonda, Sayaji Shinde, Nagineedu, Jayaprakash, Dheepa Ramanujam, Ajay Rathnam, Hareesh Peradi, Ravi, Sendrayan",Thriller,2017
Mahanubhavudu,Maruthi Dasari,"Sharwanand, Mehreen Pirzada, Vennela Kishore, Nassar, Raghu Babu, Kalyani Natarajan",Romance Comedy,2017
Lavanya With Love Boys,Vaddepalli Krishna,"Paavani, Hema Sundar",Romance,2017
Bava Maradallu,Gangarapu Lakshman Murthy,Mohan Krishna,Romance,2017
Nenu Kidnap Ayyanu,Sreekara Babu,"Posani Krishna Murali, Brahmanandam, Krishna Bhagawan, Srikanth, Dheeru, Soumithri, Aditi Singh",Comedy,2017
Oye Ninne,Satyam Challakoti,"Bharath Margani, Srushti Dange, Thagubothu Ramesh, Thulasi Shivamani",Romance,2017
Gulf,P. Sunil Kumar Reddy,"Chethan Neni, Dimple Hayathi, Tanikella Bharani, Posani Krishna Murali",Romance,2017
Raju Gari Gadhi 2,Ohmkar,"Akkineni Nagarjuna, Samantha Ruth Prabhu, Seerat Kapoor, Praveen, Ashwin Babu, Vennela Kishore, Shakalaka Shankar, Naresh (actor), Avinash",Horror/Comedy,2017
Yours Lovingly,Jogi Raju Mamidi,"Prudhvi Potluri, Soumya Reddy",Romance,2017
Raja the Great,Anil Ravipudi,"Ravi Teja, Mehreen Pirzada, Raadhika, Vivan Bhatena, Prakash Raj, Rajendra Prasad, Sampath Raj, Sai Kumar",Action/Drama,2017
Anaganaga Oka Durga,Prakash Pulijala,"Priyanka Naidu, Kranthi Kumar, Jabardasth Srinu, Sanjay Krishna",Thriller,2017
Dyavudaa,Dasari Sairam,"Bhanu Prasad, Sharath Chandra, Jai, Anusha, Karunya",Drama,2017
Vunnadhi Okate Zindagi,Kishore Tirumala,"Ram Pothineni, Lavanya Tripathi, Anupama Parameswaran, Anisha Ambrose, Sree Vishnu, Kireeti Damaraju, Priyadarshi Pullikonda, Anand",Drama,2017
Angel,Bahubali Palani,"Naga Anvesh, Hebah Patel, Suman, Kabir Duhan Singh, Saptagiri, Pradeep Rawat, Shayaji Shinde",Fantasy / Action,2017
Next Nuvve,Prabhakar Podakandla,"Aadi, Vaibhavi Shandilya, Rashmi Gautam, Srinivas Avasarala, Brahmaji",Comedy horror,2017
PSV Garuda Vega,Praveen Sattaru,"Rajasekhar, Adith Arun, Kishore, Pooja Kumar, Shraddha Das",Spy thriller,2017
C/o Surya,Suseenthiran,"Sundeep Kishan, Mehreen Pirzada, Harish Uthaman, Vikranth",Fantasy / Action,2017
Okkadu Migiladu,Ajay Andrews,"Manchu Manoj, Anisha Ambrose, Suhasini Maniratnam, Milind Gunaji, Posani Krishna Murali",Thriller / Action,2017
Dare,K. Krishna Prasad,"Naviin, Pallavi, Sakshi",Horror comedy,2017
London Babulu,Chinni Krishna,"Rakshith, Swati Reddy, Murali Sharma, Satya, Dhanraj",Comedy drama,2017
Lovers Club,Dhruv Shekar,"Anish Chandra, Aryan, Pavani, Poorni, Ajay Ratnam",Romance,2017
Prema Entha Madhuram Priyuralu Antha Katinam,Goverdhan Gajjala,"Chandrakanth Datta, Radhika Mehrotra, Pallavi Dora, Thulasi Shivamani, Tanikella Bharani",Romantic thriller,2017
Prematho Mee Karthik,Rishi,"Kartikeya Gummakonda, Simrat, Murali Sharma, Raghu Karumanchi",Romantic drama,2017
Snehamera Jeevitham,Upputuri Mahesh,"Siva Balaji, Rajeev Kanakala, Sushma Yarlagadda, Chalapati Rao",Drama,2017
Napoleon,Anand Ravi,"Anand Ravi, Komali, Ravi Varma",Thriller/Drama,2017
Baby,D. Suresh,"Baby Sathanya, Srivarshini, Manoj K. Bharathi, Shira",Horror drama,2017
Balakrishnudu,Pavan Mallela,"Nara Rohit, Regina Cassandra, Ramya Krishnan, Adithya Menon, Ajay",Romance action,2017
Devi Sri Prasad,Sri Kishore,"Bhupal Raju, Manoj Nandam, Dhanraj, Pooja Ramachandran",Suspense thriller,2017
Jandhyala Rasina Premakatha,Krishna Varma,"Sekhar, Sri Lakshmi, Gayatri Gupta, Dileep Kumar",Romantic drama,2017
June 1:43,Bhaskar Bantupalli,"Aditya Srivastava, Richa Saxena, Arun Babu, Dimple",Thriller,2017
Mental Madhilo,Vivek Athreya,"Sree Vishnu, Nivetha Pethuraj, Amrutha Srinivasan, Nara Rohit",Romance action,2017
Oxygen,A. M. Jothi Krishna,"Gopichand, Raashi Khanna, Anu Emmanuel, Jagapathi Babu, Shaam, Abhimanyu Singh",Action,2017
Jawaan,B. V. S. Ravi,"Sai Dharam Tej, Mehreen Pirzada, Prasanna, Subbaraju, Satyam Rajesh, Jayaprakash, Kota Srinivasa Rao",Action,2017
Sapthagiri LLB,Charan Lakkaakula,"Saptagiri, Kashish Vohra, Saikumar Pudipeddi, Shakalaka Shankar",Comedy,2017
B.Tech Babulu,Seenu Imandi,"Nandu, Srimukhi, Ali, Pavithra Lokesh, Naval Kishore",Romantic comedy,2017
Malli Raava,Gowtam Tinnanuri,"Sumanth, Aakanksha Singh, Kadambari Kiran, Annapoorna",Romance,2017
Premika,Mahindra,"Tanish Alladi, Shruti Yagal",Romance,2017
Vanavillu,Lanka Prateek Prem Karan,"Lanka Prateek Prem Karan, Shravya Rao, Surekha Vani, Kasi Vishwanath",Action drama,2017
Kiss Kiss Bang Bang,Karthik Medikonda,"Kiran, Harshada Kulkarni, Mahesh Kathi, Gayathri Gupta",Romantic thriller,2017
Idhi Maa Prema Katha,Ayodhya Karthik,"Anchor Ravi, Meghana Lokesh, Prabhas Seenu, Priyadarshi Pullikonda",Romantic drama,2017
Juliet Lover of Idiot,Ajay Vodhirala,"Naveen Chandra, Niveda Thomas, Abhimanyu Singh, Ester Noronha, Ali",Romantic drama,2017
Kutumba Katha Chitram,V. S. Vasu,"Nandu, Sreemukhi, Kamal Kamaraju",Romantic thriller,2017
Lacchi,Eeshwar,"Tej Dilip, Raghu Babu, Jayathi, Tejaswini, Thagubothu Ramesh, Dhanraj Sukhram",Drama,2017
Mama O Chandamama,Vishaka Venkat,"Ram Karthik, Sana Maqbool, Suman, Jeeva",Romantic drama,2017
