Title,Director,Cast,Genre,Year
Antham Chusina Adadhi,,,(A) CBFC 21 April 1983,1983
Apadhbandhavulu,,,(U) CBFC 22 June 1983,1983
Bahudoorapu Batasari,Dasari Narayana Rao (Story/Dialogues/Lyrics /Screenplay/Direction),"Akkineni Nageswara Rao, Sujatha, Suhasini, Gummadi Venkateswara Rao, Dr. M. Prabhakar Reddy, Dasari Narayana Rao, Jaggaiah, Rama Krishna, Allu Rama Lingaiah, Narayana Rao, Bhanu Chandar, Raajaa, Rama Prabha",(U),1983
Balidaanam,"S. A. Chandrasekharan (Screenplay, Direction) Dialogues: Kasi Viswanadha Rao, Lyrics:- Veturi, Atreya, Gopi","Shoban Babu, Madhavi, Gummadi, Rao Gopala Rao, Nirmala, Jaggaiah, Allu Rama Lingaiah, Balakrishna, Nutan Prasad, Sakshi Ranga Rao, Chandramohan(Cameo)",(A),1983
Bandhipotu Rudramma,K. S. Reddy,"Kavitha, Vijaya Lalitha, Narasimha Raju, Jeeva",(A),1983
Bezwada Bebbuli,Vijaya Nirmala,"Sivaji Ganesan, Krishna Ghattamaneni, Vijaya Nirmala, Sowcar Janaki, Raadhika, Kaikala Satyanarayana, Peketi Sivarao, Mada, Syamala Gowri",,1983
Bhairava Kona,This needs further verification,,(A) CBFC 11 October 1994,1983
Bhama Rukmini (Tamil Dubbed),R. Bhaskaran (Direction) K. Bhagyaraj (Story/Screenplay) Dialogues:- Vasantha Kumar Lyrics:- Vituri,"K. Bhagyaraj, Raadhika, Praveena, Nagesh",(U) CBFC 28 September 1983,1983
Bharathamma Muddu Biddalu,"Veera (Screenplay/Direction) A. Nageswara Rao Story/Producer Dialogues:- Masterji Lyrics:- Veera, Uthpala Varada Raja - Songs 4 Records:- ACE/SEA",,CBFC not found Likely (NR),1983
Bharya Bharthala Sawal,Chandrashekar Reddy Story:- N. V Subbaraju Dialogues:- Modhukuri,"Mohan Babu, Sumalatha, Rao Gopala Rao, Aruna, Rajesh, Nutan Prasad, Syamala Gowri",,1983
C I D Simham (Kannada Dub Sahasa Simha 1982),Joe Simon (Screenplay/Direction) Dialogues:- Bhusrapu Lyrics:- Veturi,"Vishnuvardha, Kajal Kiran, Rajya Lakshmi, Prabhakar, Vajramuni",(A) CBFC 27 April 1993,1983
Challenge Vetagallu (Kannada Dubbed),S. V. Rajendra Singh,"Ambareesh, Shankar Nag, Jayamala, Swapna, M. P. Shankar",,1983
Chanda Sasanudu,N. T. Rama Rao,"N. T. Rama Rao, Radha",,1983
Chandi Chamundi (Dubbed Hindi version - Maut ka Badla Maut - 1985),"K. S. Reddy Story/Dialogues: Perala Lyrics:- Dr. Cnare, Rajasri (Disco Disco Disco) Playback:- S. Janaki","Kavitha, Vijaya Lalitha, Nutan Prasad, Sakshi Rangarao, Jeeva, Bindu Ghosh Raja (Elephant)",,1983
Chandi Rani,"P. Chandrasekhara Reddy Story:- NV Subba Raju Dialogues:- Srinivasa Reddy Lyrics:- Veturi, Appalacharya","Suman, Kavitha, Syamala Gowri, Gollapudi, Jayam-ala, Radha Kumari",(A),1983
Chattam (Tamil Dubbed),K. Vijayan,"Kamal Haasan, Madhavi, Sarath Babu, Jaishankar, Manorama, Y. G. Mahendra, Sathyakala, Silk Smitha",,1983
Chattaniki Sawal (Tamil Dubbed Sattathukku Oru Saval),M. Karnan,"Suman, Madhavi, Silk Smitha",,1983
Chattaniki Veyi Kallu,Vijaya Nirmala (Screenplay/Direction) Dilaogues:-Paruchuri Brothers,"Krishna Gattamaneni (Dual Role), Jaya Sudha, Madhavi, Nutan Prasad, Rao Gopala Rao, Allu Rama Lingaiah, Giri Babu, Tyagaraju, Ravi Kondala Rao, Jayamalini, Nirmala, Kanta Rao, Rajanala, etc",,1983
Chilaka Josyam,M. Pardha Saradhi,,,1983
Darling Darling Darling (Tamil Dubbed),K. Bhagyaraj Dialogues/Lyrics:- Rajasri,"K. Bhagyaraj, Poornima Jayaram, Suman, Aruna, Baby Anju",(U) CBFC 22 April 1983,1983
Debbaku Debba (Tamil Dubbed),S. P. Mutturaman,"Rajinikanth, Radha, Jaishankar, Thiagarajan, V. K. Ramasamy, Manorama, Y. G. Mahendra, Silk Smitha",(U),1983
Desanikokkadu,"C. V. Rajendran Story:- Gollapudi Dialogues:- Bhusrapu, Lyrics:- Rajasri, Vituri","Rajinikanth, Madhavi, Jaya malini",(U) CBFC 8 April 1983,1983
Devi Kanaykumari (Tamil Dubbed),P. Subramanyam Lyrics:-Veeturi (Records-AVM Music Service)1982,"Baby Vinodini, Kaviyoor Ponnamma, Thikkurissi Sukumaran Nair, Kedamangalam Sadanandan, Prema, Shubha, Raghavan, Unnimary, Adoor Bhavani, Adoor Pankajam,",Devotional (U),1983
Devi Moogambika (Tamil Dubbed),K. Shankar Dialogues/Lyrics:- Rajasri,"K. R. Vijaya, Sivakumar, Jaishankar, Sujatha, Saritha, Major Sundarrajan, Karthik, Poornima Jayaram, Thengai Srinivasan, Manorama, Murali",Devotional CBFC 10 January 1983 (U),1983
Devi Sridevi,Raja Chandra Story:- Balamurugan Dialogues:- Poosala,"Jayasudha, Raadhika, Murali Mohan, Giri Babu, Gummadi, Tulasi, Dr. M. Prabhakar Reddy, Prabha, Rajesh",,1983
Dharma Poratam,Boyina Subba Rao,"Mohan Babu, Gummadi Venkateswara Rao, Pandari Bai, Giri Babu",(A),1983
Dharmatmudu,B. Bhaskara Rao Story: Dr. M. Prabhakara Reddy,"Krishnam Raju, Jayasudh-a, Vijaya Santhi, Gummadi",(U),1983
Digivachina Devudu (Kannada Dubbed),K.S.L. Swamy (Ravi) (First Telugu Song by Mahendra Kapoor),"Lokesh, Jai Jagadish, Lakshmi, Vajramuni, Roja Ramani",PG (UA),1983
Doctor gari Kodalu (Tamil Dubbed),Muktha Srinivasan,"Sivaji Ganesan, Saritha",,1983
Durga Devi,Nandam Harischandra Rao Dialogues: Paruchuri Brothers,"Mohan Babu, Murali Mohan, Jayasudha, Sarada, Geetha",,1983
Ee Desamlo Oka Roju,Satyanarayana Vejella Dialogues:-Paruchuri Gopala Krishna,"Rajendra Prasad, Kavitha, Sai Chand, Gummadi, Siva Krishna, Nutan Prasad, Jyothi, Geetha, etc",(A),1983
Ee Pillaku Pellavuthunda,Vejella Satyanarayana Dialogues:- P Gopala Krishna Lyrics:- Nellutla,"Gummadi, Sai Chand, Jyothi, Purnima, Syamala Gowri, Tulasi, Nutan Prasad",,1983
Eeswarudu Seneswarudu (Tamil Dubbed),B. R. Panthulu,"Gemini Ganesan, Jayalalithaa, Jayanthi, Cho, Sivakumar, Manorama",,1983
Gaanam (Malayalam Dubbed),Sreekumaran Thampi,"Jagathy Sreekumar, Adoor Bhasi, Poornima, Lakshmi",,1983
Gaju Bommalu,"Koneru Ravindranath Lyrics:- Veturi, Atreya","Sarath Babu, Rama Prab-ha,",(A) CBFC 18 November 1982,1983
Grahanam Vidichindi,Bose (Story/Screenplay/Direction) Dialogues: Dhanam Gopala Krishna,"Murali Mohan, Kavitha, Nutan Prasad, Sakshi Ranga Rao, Gokina Rama Rao, Saradhi, Mikkilineni, Lakshmisri, Kakinada Syamala, Lathapriya, Jhansi etc.",,1983
Gudachari No.1,Kodi Ramakrishna Dialogues:-Satyanand Lyrics:-Veturi,"Chiranjeevi, Rao Gopal Rao, Raadhika, Gollapudi, Dr. M. Prabhakar Reddy, Satyakala, Raja, P.L. Narayana,",,1983
"Iddaru Kiladeelu (A 1st Telugu movie with real Marshal arts, Judo Fights)","Relangi Narasimha Rao Story:-Bharat Dialogues:-Kasi Viswanath Rao, Bharat Lyrics:- SriSri, Gopi","Suman, Bhanuchandar, Jaya Sudha, Aruna, Sad-hana, Ramana Murthy, Nutan Prasad, Judo Raj,",(A) CBFC 19 May 1983,1983
Idhi Kadhu Mugimpu,Satyanarayana Vejella (Screenplay/Direction) Dialogues:- Paruchuri Gopalakrishna Song: 01 Visala Bharata Kiranalam 02 Andhala Bommaku Kalyanamanta,"Rajendra Prasad, Geetha, Jyothi, Kaikala Satyannarayana, Ranganath, Narasimharaju, Gummadi Venkateswara Rao, Nutan Prasad, Siva Krishna, Rajya Lakshmi",,1983
Ikanaina Marandi,"Gangadhar (Direction) Turayur K. Murthy (Screenplay) Story:- M. D. J Dialogues: Atreya Lyrics: Atreya, Veturi","Murali Mohan, Jyothi, Gummadi, Allu Rama Lingaiah, Rallapalli, Sakshi Ranga Rao, Ravi Kondala Rao, Vallam Narasimha Rao, Manorama, Attili Lakshmi, Kakinada Syamala, Padma",(A) CBFC 25 February 1983,1983
Intalludu,,,CBFC not found likely (NR),1983
Kasi Yatra,,,(U) CBFC 28 February 1983,1983
Kaksha Sadistha,,,,1983
Kala Yamudu,Nandham Harischandra Rao Story:- Balamurugan Dialogues:- Paruchuri Brothers Lyrics:- Veturi,"Mohan Babu, Sree Pallavi, Sarada, Jayamalini, Dr. M. Prabhakar Reddy, Giri Babu, etc",,1983
Kaliyuga Dhaivam,M. R. Raju (Story/Screenplay/Direction) Lyrics:- Vituri,"Rama Krishna, Latha, Sarada, Sarath Babu, Kavitha, Allu Rama Lingaiah, Rama Prabha, Jeeva, Pandari Bai",,1983
Kalyana Veena,Giridhar (Direction) Story/Screenplay/ Dialogues/Lyrics :- Mallemala,"Suman, Aruna,",,1983
Kanne Donga (Malayalam Dubbed),Kalanilayam Krishna Kumar,"Kamal Haasan, Subhashini, Nagesh, Jyothi Lakshmi,",(U) CBFC 16 March 1983,1983
Kanthaiyya Kanakaiyya,,,,1983
Keerthi Kantha Kanakam,,,,1983
Khaidi,A. Kodandarami Reddy,"Chiranjeevi, Sumalatha, Madhavi, Rao Gopal Rao",,1983
Kirayi Bommalu,"Katikaneni Madhusudhana Rao Lyrics:- Sri Sri, C. Narayana Reddy, Ramakrishna","Jayanthi, Prabha, Geetha, Suresh, Ramakrishna, Rallapalli, Jeeva, Pandari Bai, Kalpana Rai, etc.",CBFC not found (NR) or shelved,1983
Kirayi Kotigadu,A. Kodandarami Reddy Dilogues:Satyanand,"Krishna Ghattamaneni, Sridevi, Suhasini, Rao Gopala Rao, Allu Rama Lingaiah, Sridhar, Aruna, Nirmala",,1983
Kirayi Rangadu (Tamil Dubbed),"R. Thyagarajan Dialogues:- Vasanth Kumar Lyrics:- Vituri, Gopi","Rajinikanth, Raadhika, K. R. Vijaya, Raveendran, Silk Smitha",,1983
Kodalu Kaavaali,Giridhar (Story/Screenplay/Direction) Dialogues:Ganesh Pathro,"Suman. Purnima, Nutan Prasad, Rupa Chakravarthy, Tyagaraju, Niramala,",(U) CBFC 15 February 1983,1983
Kokilamma,K. Balachander,"Saritha, Rajesh, Swapna, Chaganti Venkateswara Rao, Krishna Chaitanya,",,1983
Konte Kodallu,"Kommineni (Screenplay/Direction) Lyrics:- Rajasri, K. Rajeswara Rao, Dr. Cnare","Suryakantam, Gollapudi, Sudhakar, Bhanuchandar, Poornima, Tulasi",,1983
Koti Kokkadu,Kommineni Seshagiri Rao,"Krishnam Raju, Jayasudha, Murali Mohan",(U) CBFC 5 August 1983,1983
Kunkuma Tilakam,B. Bhaskara Rao (Screenplay/Direction) Dialogues:-Suri Lyrics:-Gopi,"Murali Mohan, Jaya Sudha, Hema Sundar, Suresh Oberoi, Ravi Kondala Rao, Pushpalatha, Suresh",(U) CBFC 27 January 1983,1983
Lanke Bindelu,Vijaya Nirmala (Screenplay/Direction) Dialogues:- K. Appalacharya Lyrics:- Veturi,"Krishna Ghattamaneni, Jayasudha, Anjali Devi, Allu Rama Lingaiah, Kanta Rao, Nutan Prasad, Giri Babu, Thyagaraju, Narasimha Raju, Jyothilakshmi, Suryakantam, Annapurna",(U),1983
M.L.A. Yedukondalu,Dasari Narayana Rao,"Dasari Narayana Rao, Jaya Sudha, Sujatha, Gummadi Venkateswara Rao, Dr. M. Prabhakar Reddy, Vankayala, Balaji,",,1983
Maa Intaina Katha,K. Phanindra (Story/Screenplay/Direction) Dialogues:- D. Narayana Rao,"Chandra Mohan, Sulakshana, Padmanabham, Rama Prabha, Fatafat Jayalaxmi, Narasimha Raju, Jaya Malini, etc.",(A),1983
Maa Inti Premayanam,Aluri Ravi Story/Dialogues:Yerramsetti Sai,"Chandra Mohan, Sulakshana, Jyothi, Nutan Prasad, Ramaprabha, Prasad Babu, Saradhi, Guest roll: Sarath Babu, Chiranjeevi",,1983
Maa Intiki Randi,Kodi Ramakrishna Lyrics:- Dr. Cnare,"Kodi Ramakrishna, Suhasin, Banuchandar, Aruna, Gollapudi, Rupa",,1983
Maga Maharaju,Vijaya Bapineedu,"Chiranjeevi, Suhasini, Rao Gopal Rao, Nutan Prasad",,1983
Magallako Namaskaram,,,,1983
Maharani (Tamil Dubbed Nayakkarin Magal 1982),K. S. Gopalakrishnan No further details available Sheshmahal (R) Sudarshan 70 mm (M) Cinema Scope,"Jayachitra, Jai Ganesh, Vijaykumar, Satyaraj",,1983
Manavulara Manninchandi,,,,1983
Manishiki Maro Peru,"Tatineni Prasad Lyrics:- Veturi, Rajasri","Chandra Mohan, Sud-hakar, Tulasi, Poornima, Gollapudi, Annapoorna",,1983
Manishiko Chartira,Tatineni Prasad,"Murali Mohan, Chandra Mohan, Poornima, Prabha, Suhasini, Gollapudi, Annapoorna, etc.",,1983
Mantri Gari Viyyankudu,Bapu,"Chiranjeevi, Poornima Jayaram, Allu Rama Lingaiah",,1983
Maro Maya Bazaar,"C. S. Rao (Screenplay/Direction) Story/Dialogues:-Adhivishnu, Jeedigunta Ramachandra Murthy Lyrics:-M. Panchanadham, Vituri","Chandra Mohan, Nutan Prasad, Gokina Rama Rao, Rajya Lakshmi, P. L. Narayana, Surya Kantham, Jayamalini, Krishnaveni, Mada, Chalam, P.J. Serma,",,1983
Mayagadu,"B. L. V. Prasad (Direction) Story/Screenplay: M.D. Sundhar Dialogues: Parchuri Brothers Lyrics: Atreya, Veturi","Mohan Babu, Purnima, Kavitha, Dr. M. Prabhakar Reddy, Sudhakar, Giri Babu, Nutan Prasad, Saradhi, Kanta Rao, Bhimaraju, Attili Lakshmi, Pandari Bai",,1983
Monagadu Vastunnadu Jagratha,A. Kodandarami Reddy,"Krishna Gattamaneni, Sridevi, Satyanarayana Kaikala",,1983
Moodu Mullu,"Jandyala Direction/Dialogues Story: K. Bhagyaraj Lyrics:- Veturi, Jyothirmayi","Chandra Mohan, Raadhika, Geetha, Poornima, Dr. M. Prabhak-ar Reddy, Sutthi Janta",,1983
Moogavadi Paga,Boyina Subba Rao Story/Screenplay:MD. Sundhar Dialogues:Satyanand Lyrics: Atreya,"Mohan Babu, Kavitha,",,1983
Muddula Mogudu,K. S. Prakash Rao,"Akkineni Nageswara Rao, Sridevi, Sararath Babu, Suhasini, Kaikala Satyanarayana, Nagesh",,1983
Muggurammayila Mogudu,Relangi Narasimha Rao (Screenplay/Direction) Story:-Thotakura Ashalatha Dialogues:- Pusala Lyrics:-Gopi,"Chandra Mohan, Aruna, Sadhana, Vijji, Kaikala Satyanarayana, Ramana Murthy, Rallapalli, Sutthi Verabhadra Rao, bhaskar, Ravikant, Jhansi, Ramanna Pantulu, etc",Comedy,1983
Mugguru Monagallu,Tatineni Rama Rao,"Sobhan Babu, Raadhika, Lakshmi",,1983
Mundadugu,K. Bapaiah,"Krishna Ghattamaneni, Sridevi, Shoban Babu, Jaya Prada, Dr. M. Prabh-akar Reddy, Gummadi Venkateswara Rao, Kaikala Satyanarayana, Allu Rama Lingaiah, Nutan Prasad, Siva Krishna, Giri Babu, Ravi Kondala Rao, Saradhi, Annapoorna, Surya Kantham,",Social,1983
Navodayam,P. Chandrashekar Reddy,"Madhala Ranga Rao, Mucharla Aruna, Vijayashanthi, Kavitha, Rama Prabha, etc",(A),1983
Nelavanka,Jandhyala,"Gummadi Venkateswara Rao, J. V. Somayajulu, Tulasi",,1983
Neti Bharatam,T. Krishna,"Suman, P. L. Narayana, Vijayashanti, Somayajulu",,1983
Nijam Chebithe Nerama,M. Balaiah (Story/Screenplay/Direction),"Krihnam Raju, Rao Gopala Rao, Nutan Prasad, Jaya Prada, Padmanabham, Mikkilineni, Raavi Kondala Rao, M. Balaiah",,1983
Oorantha Sankranthi,Dasari Narayana Rao (Story/Screenplay/Direction),"Akkineni Nageswara Rao, Krishna Ghattamaneni, Sridevi, Jayasudha, Kaikala Satyanarayana, Allu Rama Lingaiah, Rao Gopala Rao, Nagesh, Giri Babu, Vankayala, Rama Prabha, Raja Sulochana, Mamatha",,1983
Padmavathi Kalyanam (likely Tamil Dubbed),Vijayalakshmi Talkies (R) No further details available,,CBFC not found,1983
Palleturi Monagadu,S. A. Chandrasekhar,"Chiranjeevi, Raadhika, Gollapudi, R. Narayana Murthy, Sutthivelu",(A),1983
Palleturi Pidugu,Boina Subba Rao Dialogues:-Satyanand Lyrics:- Atreya,"Mohan Babu, Kaikala Satyanarayana, Kanta Rao, Tyagaraju, Kannada Prabhakar, Giri Babu, Kavitha, Pandari Bai, Kalpana Rai,",(A),1983
Pandanti Kapuraniki 12 Suthralu,"Raja Chandra Story/Dialogues: Kasi Viswanath Lyrics:- Atreya, Kosaraju","Suman, Vijayashanti, Gollapudi, Rambabu, Attili Lakshmi, Annapurna",,1983
Patnam Vachhina Pasipapa (Tamil Dubbed Azhakia Kanne 1982),J. Mahendran,"Sarath Babu, Suhasini, Sumalatha, Baby Anju",,1983
Pelli Chesi Choopistham,N.A. Pendyala Dialogues/Lyrics:- Rajasri Negative rights :Allu Aravind,"Chandra Mohan, Vijaya Santhi, Chalam, Kaikala Satyanarayana, Allu Rama Lingaiah, Narayana Rao, Rajendra Prasad, Rama Prabha, Janaki,",(U) Comedy Family Drama,1983
Pelli Choopulu,R. Narayana Murthy,"Chandra Mohan, Vijayashanti, Satyanarayana Kaikala",,1983
Penki Ghatam (Tamil Dubbed Iniayavaley Vaa),N. C. Chakravarthi (Direction) A. Veerappan (Story/Screenplay) Dialogues:-S. Vasanta Kumar) Lyrics:-Gopi,"Raadhika, Menaka, Mohan, Rajesh, Sachu, Venniradai, Y. G. Mahendra, Silk Smitha, etc",(U) CBFC 16 May 1983,1983
Pichi Pantuulu,Maganti Venkateswara Rao,"Murali Mohan, Madhavi, Kavitha, Kaikala Satyanarayana, etc.",Comedy,1983
Pidugu lanti Manishi (Tamil Dubbed (U)),M. A. Thirumugham Dialogues:- Srichander Lyrics:- Arudra Producer: Chamarthi Sakuntala,"Sivaji Ganesan, K. R. Vijaya, Geetha, Pushpalata",(U) CBFC not found,1983
Police Police (Tamil Dubbed Police Police - 29 July 1983),Y. V. Gopikrishnan Story:- Thuyavan Dialogues/Lyrics:- Rajasri,"Naresh Kumar, Silk Smitha, Sulakshana, Manorama etc",(A),1983
Police Venkataswamy,"Dasari Narayana Rao Lyrics: Kosaraju, Dasari, Dr. CNARE","Jayamalini, Gummadi Venkateswara Rao, Dasari Naryana Rao, Allu Rama Lingaiah, Chalapathi Rao, Dr. M. Prabhakar Reddy, Mamatha, Ranisubha, Suresh, Nirmala, Balaji, Guest artists:- Sobhan Babu, Gollapudi",(A),1983
Poratam,"Kodi Ramakrishna Lyrics:- Rajasri, Atreya","Krishna, Jayasudha, Sarada, Gollapudi, Anjali Devi, Naga Bhushanam",,1983
Praja Rajyam,M. Mallikarjuna Rao,"Mada, Krishna, Jayaprada, Rao Gopala Rao, Dr. M. Prabhakara Reddy, Satya-narayana, Nutan Prasad",,1983
Praja Shakthi,Navatharam Unit (Direction) Madhala Ranga Rao (Story/Sreenplay) Dialogues:- N. Rama Rao,"Madhala Ranga Rao, P. J. Sarma, Narra Venkateswara Rao, Chalapathi Rao, Surekha, Prathibha",(A),1983
Pralaya Gharjana,P. Chandrashekar Reddy,"Mohan Babu, Swapna, Kavitha, Geetha, Vijaya Lalitha, Jeeva, Dr. M. Prabhakar Reddy, Sudhakar, Tyagaraju, Pandari Bai, Saradhi,",(A),1983
Prema Jwala,P. V. Raju (Story/Screenplay/Direction),"Vijetha, Kamalakar, Nutan Prasad, Rajababu, Hema Sundhar, Gowri, Jhansi, etc",(A) CBFC 8 June 1983,1983
Prema Pichollu,A. Kodandarami Reddy,"Chiranjeevi, Radhika, Kavitha, Githa, Rao Gopala Rao, Gummadi Venkateswara Rao, Allu Ramalingaiah, Sudhakar, Rajamouli, surya Kantham, Pushpalatha, Nirmala, Jayamalini, Varalakshmi",(A),1983
Prema Sagaram (Tamil Dubbed Nenjil Oru Ragam),T. Rajendar (Story/Screenplay/Direction),"T. Rajendar, Saritha, Nalini",,1983
Prema Vijayam,Nanduri Suribabu (Story/Direction) Dialogues/Lyrics:- K.V.S. Prasad,"Srikrishna, Devisri, Sivaram Singh, Swapnapriya, D. Nageswara Rao, Kanaka Prasad, Subba Rao, D.N. Chowdary",,1983
Puli Bebbuli,K. S. R. Das,"Chiranjeevi, Krishnam Raju, Jaya Prada",,1983
Puli Debba,K. S. R. Das Dialogues:-Adurti Narasimha Murthy Lyrics:- Rajasri,"Silk Smitha, Naresh, Sarath Babu, Kanta Rao, Hem Chandar, Swapna Priya",(A),1983
Raakasi Loya,"V. Vidyasagar Reddy Dilogues:-Parchuri Brothers Lyrics:-Arudra, Dr.C. Narayana Reddy, Rajasri","Rajesh, Naresh, Banuchander, Vijaya Santhi, Mucherla Aruna, Purnima, Deepa",(A),1983
Raghu Ramudu,Kommineni,"Sobhan Babu (Double Role), Sharada, Sumalatha, Ranganath, Nutan Prasad, Prasad Babu, Saradhi,, Pandari Bai",,1983
Rajakumar,"G. Ramineedu Lyrics:- Arudra, Atreya, Dasari, Dasam Gopala Krishna","Sobhan Babu, Jaya Sudha, Sridevi, Ambika, Rao Gopala Rao, Janaki,",,1983
Raju Rani Jocky,Singeetham Srinivasa Rao Dialogues:-Gollapudi,"Chandra Mohan, Raadhika",(A),1983
Ramarajyamlo Bheemaraju,A. Kodandarami Reddy Lyrics:- Veturi,"Krishna Ghattamaneni, Sridevi, Rajendra Prasad",,1983
Ramudu Kadu Krishnudu,Dasari Narayana Rao,"ANR, Jayasudha, Raadhika",,1983
Rangula Kala,B. Narsing Rao,"B.Narsing Rao, Sai Chand, Rupa, Gadhar",,1983
Rangula Puli,Kodi Rama Krishna (Story/Screenplay/Direction),"Mohan Babu, Sumalatha,",(A),1983
Rendu Jella Sita,"Jandhyala Lyrics: Veturi, Indraganti","Naresh, Mahalakshmi, Pushpalatha, Rajesh, Pradeep, Subhakar, Suthivelu, Srilakshmi, Suthi Verabhadra Rao, Rallapalli, Allu Rama Lingaiah, Sakshi Ranga Rao, Devi",,1983
Roshagadu,K. S. R. Das Lyrics:- Rajasri,"Chiranjeevi, Madhavi, Tiger Prabhakar",,1983
Rudrakali,"Dasari Narayan Rao Lyrics:- Rajasri, Dasari","Chandra Mohan, Jaya Mala, Sarath Babu, Dr. M. Prabhakar Reddy, etc.",,1983
Sagara Sangamam,K. Vishwanath Lyrics:- Veturi,"Kamal Hassan, Jaya Prada, Sharath Babu",,1983
Sangharshana,"K. Murali Mohana Rao Lyrics:-Veturi, Atreya","Chiranjeevi, Vijayashanti, Prabhakar Reddy",,1983
Sakthi,"K. Raghavendra Rao Lyrics:- Atreya, Arudra, Veturi","Krishna, Jaya Sudha, Radha",,1983
Simham Navvindi,D. Yoganand,"N. T. Rama Rao, Nandamuri Balakrishna, Kala Ranjani, Rallapalli, Allu Rama Laingaiah, Nutan Prasad",,1983
Simhamtho Chelagatam,,,,1983
Simhapuri Simham,"Kodi Ramakrishna (Story/Screenplay/Direction) Dialogues: Gollapudi Lyrics:-Dr. C. Narayana Reddy, Rajasri","Chiranjeevi, Madhavi, Radhika, Gollapudi Maruti Rao, Kaikala Satyanarayana, Rao Gopala Rao, P.L Narayana, Rallapalli,",,1983
Siripuram Monagadu,K. S. R. Das,"Krishna Ghattamaneni, Jayapradha, K. R. Vijaya, Nutan Prasad",,1983
Sivudu Sivudu Sivudu,A. Kodandarami Reddy Dialogues:- Satyanand,"Chiranjeevi, Radhika, Kongara Jaggaiah, Rao Gopal Rao, Giri Babu,",,1983
Sriranga Neethulu,A. Kodandarami Reddy,"Akkineni Nageswara Rao, Sridevi, Satyanarayana Kaikala",,1983
Subha Muhurtham,,,,1983
Swarajyam,"Biram Masthan Rao (Direction) Story/Dilaogues: madhala Ranga Rao Lyrics: SriSri, Adrushtadeepak Playback:-Chakravarthy, Ramesh, Baburao, Srinivas","Chakravarthy(Composer), Madhala Ranga Rao",(A),1983
Thodu Needa,,,,1983
Triveni Sangamam,Kommineni Krishnamurthy Dialogues:- Kopella Viswam Lyrics:- Dr. Cnare,"Suman, Vanitasri, Sitara, Gollapudi",,1983
Vetagadi Vijayam (Tamil Dubbed),M. A. Thirumugam Dialogues:- SriSri,"M. G. Rama Chandran, Savitri",,1983
Vimukthi Kosam,Udaya Kumar Story/Dialogues :- Bhushanam Lyrics:- Vangapandu Prasada Rao,"Saichand, Kakarala, Phani, Padma, Chalapathirao, Garagara Mitai Chitti, Jayamala",(A),1983
Aadadhi visirina Savaal,K. S. R. Das (Screenplay/Direction),"Vijayalalitha, Murali Mohan, Vijayasanthi, Ramakrishna, Dr. M. Prabhakar Reddy",(U) CBFC 29 March 1983,1984
Abhimanyudu,Dasari Narayana Rao,"Shoban Babu, Raadhika, Vijayashanti, Somayajulu",,1984
Adarshavanthudu,Kodi Ramakrishna,"Akkineni Nageswara Rao, Radha",,1984
Agni Gundam,Kranthi Kumar,"Chiranjeevi, Sumalatha, Sujatha",,1984
Allullostunnaru,K. Vasu,"Chandra Mohan, Chiranjeevi, Sulakshana, Geetha",,1984
Ananda Bhairavi,Jandhyala,"Girish Karnad, J. V. Ramana Murthy",,1984
Anubandham,A. Kodandarami Reddy,"Akkineni Nageswara Rao, Sujatha, Karthik, Raadhika",,1984
Bava Maradallu,A. Kodandarami Reddy,"Shoban Babu, Suhasini, Raadhika",,1984
Bhagyalakshmi,Kommineni Seshagiri Rao Dialogues:Gollapudi,"Murali Mohan, Saritha, Gollapudi(Dual Role), Kanta Rao, Nagesh, Krishnaveni, Anitha, Pushpakumari, Kakinada Syamala, Narayana Murthy",,1984
Bobbili Brahmanna,K. Raghavendra Rao,"Krishnam Raju, Sharada, Jayasudha",,1984
Challenge,A. Kodandarami Reddy,"Chiranjeevi, Suhasini, Vijayashanti, Rao Gopal Rao",,1984
Devalayam,T. Krishna,"Shoban Babu, Vijayashanti",,1984
Devanthakudu,S. A. Chandrasekhar,"Chiranjeevi, Vijayashanti, Narayana Rao",,1984
Disco King,T. L. V. Prasad,"Suman, Bhanupriya, Rajendra Prasad",,1984
Goonda,A. Kodandarami Reddy,"Chiranjeevi, Radha, Satyanarayana Kaikala",,1984
Gruhalakshmi,B. Bhaskara Rao,"Mohan Babu, Bhanupriya, Raadhika",,1984
Hero,Vijaya Bapineedu,"Chiranjeevi, Raadhika, Rao Gopal Rao",,1984
Inti Guttu,K. Bapaiah,"Chiranjeevi, Nalini, Suhasini",,1984
Janam Manam,"Mohan Das Story:- Madhala Lyrics:- Dr. M. Balamurali Krishna, Mallik, Veera, Deepak, Veturi Satyanar-ayana, Some Traditional songs","Madhala Ranga Rao, Gummadi, Prabha, Lakshmi Chitra,",,1984
Janani Janmabhoomi,K. Vishwanath,"Nandamuri Balakrishna, Sumalatha, Gollapudi",,1984
Justice Chakravarthy,Dasari Narayana Rao,"ANR, Jayasudha, Sumalatha",,1984
Kanchusana Ganga,V. Madhusudhan Rao,"Chandra Mohan, Saritha, Swapna, Prathap Pothan",,1984
Kanchu Kagada,A. Kodandarami Reddy,"Krishna Ghattamaneni, Sridevi","Action,Romance",1984
Kathanayakudu,K. Muralimohana Rao,"Nandamuri Balakrishna, Vijayashanti, Chandra Mohan, Sharada",,1984
Koteeswarudu,Kommineni Seshagiri Rao,"ANR, Sujatha",,1984
