Title,Director,Cast,Genre,Year,new_Genre
Lonesome Luke's Honeymoon,Hal Roach,Harold Lloyd,Comedy short,1917,Comedy short
Lonesome Luke's Lively Life,Hal Roach,Harold Lloyd,Comedy short,1917,Comedy short
Lonesome Luke's Lovely Rifle,Hal Roach,Harold Lloyd,Comedy short,1917,Comedy short
Lonesome Luke's Wild Women,Hal Roach,Harold Lloyd,Comedy short,1917,Comedy short
"Love, Laughs and Lather",Hal Roach,"Harold Lloyd, Bebe Daniels",Comedy,1917,Comedy
Luke Wins Ye Ladye Faire,Hal Roach,Harold Lloyd,Comedy short,1917,Comedy short
Luke's Busy Day,Hal Roach,Harold Lloyd,Comedy short,1917,Comedy short
Luke's Lost Liberty,Hal Roach,Harold Lloyd,Comedy short,1917,Comedy short
Luke's Trolley Troubles,Hal Roach,Harold Lloyd,Comedy short,1917,Comedy short
Move On,Gilbert Pratt,Harold Lloyd,Comedy,1917,Comedy
Oh Doctor!,Roscoe Arbuckle,"Fatty Arbuckle, Buster Keaton",Comedy,1917,Comedy
Over the Fence,Harold Lloyd,Harold Lloyd,Comedy,1917,Comedy
Pinched,Harold Lloyd,Harold Lloyd,Comedy,1917,Comedy
Rainbow Island,Billy Gilbert,Harold Lloyd,Comedy,1917,Comedy
A Reckless Romeo,Roscoe Arbuckle,"Fatty Arbuckle, Al St. John",Comedy,1917,Comedy
The Rough House,"Roscoe Arbuckle, Buster Keaton","Fatty Arbuckle, Buster Keaton",Comedy,1917,Comedy
Step Lively,Alfred J. Goulding,Harold Lloyd,Comedy,1917,Comedy
Stop! Luke! Listen!,Hal Roach,Harold Lloyd,Comedy,1917,Comedy
Teddy at the Throttle,Clarence G. Badger,"Gloria Swanson, Bobby Vernon, Wallace Beery",Comedy,1917,Comedy
The Tornado,John Ford,John Ford,Western,1917,Western
"$5,000 Reward",Douglas Gerrard,"Franklyn Farnum, J. Farrell MacDonald, Lule Warrenton",Mystery,1918,Mystery
Ace High,Lynn Reynolds,"Tom Mix, Kathleen O'Connor",Western,1918,Western
The Accidental Honeymoon,Léonce Perret,"Robert Warwick, Elaine Hammerstein, Edward Kimball",Comedy,1918,Comedy
After the War,Joseph De Grasse,"Grace Cunard, Edward Cecil, Fontaine La Rue",Drama,1918,Drama
Ali Baba and the Forty Thieves,"Sidney Franklin, Chester Franklin","George Stone, Gertrude Messinger",Adventure,1918,Adventure
Alias Mary Brown,Henri D'Elba,"Pauline Starke, Casson Ferguson, Arthur Millett",Drama,1918,Drama
All Man,Paul Scardon,"Harry T. Morey, Betty Blythe",Drama,1918,Drama
All Night,Paul Powell,"Carmel Myers, Rudolph Valentino, Charles Dorian",Comedy drama,1918,Comedy drama
All Woman,Hobart Henley,"Mae Marsh, Jere Austin",Comedy,1918,Comedy
All the World to Nothing,Henry King,"William Russell, Winifred Westover, J. Morris Foster",Comedy,1918,Comedy
Amarilly of Clothes-Line Alley,Marshall Neilan,"Mary Pickford, William Scott, Kate Price",Drama,1918,Drama
American Buds,Kenean Buel,"Jane Lee, Albert Gran",Comedy,1918,Comedy
An Alien Enemy,Wallace Worsley,"Louise Glaum, Mary Jane Irving, Thurston Hall",War drama,1918,War drama
An American Live Wire,Thomas R. Mills,"Earle Williams, Grace Darmond",Comedy,1918,Comedy
An Honest Man,Frank Borzage,"William Desmond, Ann Forrest",Comedy,1918,Comedy
Annexing Bill,Albert Parker,"Gladys Hulette, Creighton Hale",Comedy,1918,Comedy
Ann's Finish,Lloyd Ingraham,"Margarita Fischer, Jack Mower",Drama,1918,Drama
The Answer,E. Mason Hopper,"Alma Rubens, Francis McDonald, Jean Hersholt",Drama,1918,Drama
Appearance of Evil,Lawrence C. Windom,"June Elvidge, Frank Mayo",Drama,1918,Drama
The Argument,Walter Edwards,"J. Barney Sherry, Pauline Starke",Mystery,1918,Mystery
Arizona,Albert Parker,"Douglas Fairbanks, Theodore Roberts",Drama,1918,Drama
Ashes of Love,Ivan Abramson,"James K. Hackett, Effie Shannon, Rubye De Remer",Drama,1918,Drama
At the Mercy of Men,Charles Miller,"Alice Brady, Frank Morgan, Jack W. Johnston",Drama,1918,Drama
The Atom,Frank Borzage,"Pauline Starke, Belle Bennett",Drama,1918,Drama
A Bachelor's Children,Paul Scardon,"Harry T. Morey, Alice Terry",Drama,1918,Drama
Back to the Woods,George Irving,"Mabel Normand, Herbert Rawlinson",Comedy,1918,Comedy
Battling Jane,Elmer Clifton,"Dorothy Gish, Katherine MacDonald, Bertram Grassby",Drama,1918,Drama
Beans,John Francis Dillon,"Edith Roberts, Lew Cody, Charles K. Gerrard",Comedy,1918,Comedy
The Beautiful Mrs. Reynolds,Arthur Ashley,"June Elvidge, Carlyle Blackwell",Historical,1918,Historical
Beauty and the Rogue,Henry King,"Mary Miles Minter, Allan Forrest",Crime drama,1918,Crime drama
Beauty in Chains,Elsie Jane Wilson,"Ella Hall, Emory Johnson",Drama,1918,Drama
The Belgian,Sidney Olcott,"Valentine Grant, Walker Whiteside, Anders Randolf",War,1918,War
"Believe Me, Xantippe",Donald Crisp,"Wallace Reid, Ann Little, Noah Beery",Comedy,1918,Comedy
The Bells,Ernest C. Warde,"Frank Keenan, Lois Wilson, Carl Stockdale",Drama,1918,Drama
The Beloved Blackmailer,Dell Henderson,"Carlyle Blackwell, Evelyn Greeley",Comedy,1918,Comedy
The Beloved Impostor,Joseph Gleason,"Gladys Leslie, Huntley Gordon, Denton Vane",Drama,1918,Drama
The Beloved Traitor,William Worthington,"Mae Marsh, E.K. Lincoln, Hedda Hopper",Drama,1918,Drama
Berlin Via America,Francis Ford,"Francis Ford, Donald Keith",War drama,1918,War drama
The Better Half,John S. Robertson,"Alice Brady, Crauford Kent",Drama,1918,Drama
Betty Takes a Hand,John Francis Dillon,"Olive Thomas, Frederick Vroom",Drama,1918,Drama
Beyond the Shadows,James McLaughlin,"William Desmond, Josie Sedgwick",Drama,1918,Drama
The Biggest Show on Earth,Jerome Storm,"Enid Bennett, Ethel Lynne",Drama,1918,Drama
The Bird of Prey,Edward LeSaint,"Gladys Brockwell, Herbert Heyes, Lee Shumway",Drama,1918,Drama
The Birth of a Race,John W. Noble,"Louis Dean, Doris Doscher",Drama,1918,Drama
A Bit of Jade,Edward Sloman,"Mary Miles Minter, Allan Forrest",Comedy,1918,Comedy
The Blind Adventure,Wesley Ruggles,"Edward Earle, Eulalie Jensen",Mystery,1918,Mystery
Blindfolded,Raymond B. West,"Bessie Barriscale, Joseph J. Dowling, Edward Coxen",Crime,1918,Crime
The Blindness of Divorce,Frank Lloyd,"Charles Clary, Rhea Mitchell, Nancy Caswell",Drama,1918,Drama
The Blue Bird,Maurice Tourneur,"Tula Belle, Gertrude McCoy",Fantasy,1918,Fantasy
'Blue Blazes' Rawden,William S. Hart,"William S. Hart, Maude George, Robert McKim",Drama,1918,Drama
Blue Blood,Eliot Howe,"Howard Hickman, George Fisher",Drama,1918,Drama
Blue-Eyed Mary,Harry Millarde,"June Caprice, Helen Tracy",Drama,1918,Drama
Bonnie Annie Laurie,Harry F. Millarde,"Peggy Hyland, Henry Hallam",Drama,1918,Drama
The Border Legion,T. Hayes Hunter,"Blanche Bates, Hobart Bosworth, Russell Simpson",Western,1918,Western
The Border Wireless,William S. Hart,"William S. Hart, Wanda Hawley, Charles Arling",Western,1918,Western
Borrowed Clothes,Lois Weber,"Mildred Harris, Lew Cody",Drama,1918,Drama
Boston Blackie's Little Pal,E. Mason Hopper,"Bert Lytell, Rhea Mitchell, Rosemary Theby",Crime,1918,Crime
Bound in Morocco,Allan Dwan,"Douglas Fairbanks, Pauline Curley, Edythe Chapman",Adventure,1918,Adventure
Brace Up,Elmer Clifton,"Herbert Rawlinson, Claire Du Brey",Drama,1918,Drama
Branding Broadway,William S. Hart,"William S. Hart, Seena Owen, Arthur Shirley",Western,1918,Western
The Brass Check,Will S. Davis,"Francis X. Bushman, Beverly Bayne",Comedy,1918,Comedy
Brave and Bold,Carl Harbaugh,"George Walsh, Dan Mason",Comedy,1918,Comedy
The Bravest Way,George Melford,"Sessue Hayakawa, Florence Vidor, Tsuru Aoki",Drama,1918,Drama
The Brazen Beauty,Tod Browning,"Priscilla Dean, Gertrude Astor, Thurston Hall",Comedy,1918,Comedy
Bread,Ida May Park,"Mary MacLaren, Edward Cecil, Kenneth Harlan",Drama,1918,Drama
Breakers Ahead,Charles Brabin,"Viola Dana, Clifford Bruce, Mabel Van Buren",Drama,1918,Drama
The Bride of Fear,Sidney Franklin,"Jewel Carmen, Charles Gorman",Drama,1918,Drama
The Bride's Awakening,Robert Z. Leonard,"Mae Murray, Lew Cody, Clarissa Selwynne",Drama,1918,Drama
Broadway Bill,Fred J. Balshofer,"Harold Lockwood, May Allison",Drama,1918,Drama
Broadway Love,Ida May Park,"Dorothy Phillips, Juanita Hansen, Lon Chaney",Romance,1918,Romance
A Broadway Scandal,Joe De Grasse,"Lon Chaney, Carmel Myers",Comedy,1918,Comedy
Broken Ties,Arthur Ashley,"June Elvidge, Montagu Love",Drama,1918,Drama
Brown of Harvard,Harry Beaumont,"Tom Moore, Hazel Daly, Walter McGrail",Sports,1918,Sports
Buchanan's Wife,Charles Brabin,"Virginia Pearson, Marc McDermott, Victor Sutherland",Drama,1918,Drama
The Burden of Proof,Julius Steger,Marion Davies,Drama,1918,Drama
A Burglar for a Night,Ernest C. Warde,"J. Warren Kerrigan, Lois Wilson",Comedy,1918,Comedy
The Business of Life,Tom Terriss,"Alice Joyce, Betty Blythe, Walter McGrail",Drama,1918,Drama
By Hook or Crook,Dell Henderson,"Carlyle Blackwell, Evelyn Greeley, Jack Drumier",Comedy,1918,Comedy
By Proxy,Clifford Smith,"Roy Stewart, Maude Wayne",Western,1918,Western
By Right of Purchase,Charles Miller,"Norma Talmadge, Eugene O'Brien, Ida Darling",Drama,1918,Drama
By the World Forgot,David Smith,"Hedda Nova, Patricia Palmer, Otto Lederer",Drama,1918,Drama
The Cabaret,Harley Knoles,"June Elvidge, Montagu Love, Carlyle Blackwell",Drama,1918,Drama
The Cabaret Girl,Douglas Gerrard,"Ruth Clifford, Carmen Phillips, Ashton Dearholt",Drama,1918,Drama
Cactus Crandall,Clifford Smith,"Roy Stewart, Pete Morrison",Western,1918,Western
The Caillaux Case,Richard Stanton,"Madlaine Traverse, George Majeroni",Drama,1918,Drama
A Camouflage Kiss,Harry F. Millarde,"June Caprice, Pell Trenton",Comedy,1918,Comedy
Captain of His Soul,Gilbert P. Hamilton,"William Desmond, Claire McDowell, Jack Richardson",Mystery,1918,Mystery
Carmen of the Klondike,Reginald Barker,"Clara Williams, Herschel Mayall, Edward Coxen",Adventure,1918,Adventure
The Cast-Off,Raymond B. West,"Bessie Barriscale, Howard Hickman",Drama,1918,Drama
Caught in the Act,Harry F. Millarde,"Peggy Hyland, Leslie Austin",Comedy,1918,Comedy
Cavanaugh of the Forest Rangers,William Wolbert,"Nell Shipman, Gayne Whitman, Otto Lederer",Drama,1918,Drama
Cecilia of the Pink Roses,Julius Steger,"Marion Davies, Harry Benham, Willette Kershaw",Drama,1918,Drama
The Challenge Accepted,Edwin L. Hollywood,"Zena Keefe, Charles Eldridge, Russell Simpson",Drama,1918,Drama
The Changing Woman,David Smith,"Hedda Nova, J. Frank Glendon, Otto Lederer",Comedy,1918,Comedy
Cheating the Public,Richard Stanton,"Enid Markey, Ralph Lewis",Drama,1918,Drama
The City of Dim Faces,George Melford,"Sessue Hayakawa, Marin Sais, Doris Pawn",Drama,1918,Drama
The City of Purple Dreams,Colin Campbell,"Tom Santschi, Bessie Eyton, Fritzi Brunette",Drama,1918,Drama
The City of Tears,Elsie Jane Wilson,"Carmel Myers, Edwin August, Leatrice Joy",Comedy drama,1918,Comedy drama
The Claim,Frank Reicher,"Edith Storey, Wheeler Oakman, Mignon Anderson",Western,1918,Western
The Claw,Robert G. Vignola,"Clara Kimball Young, Milton Sills, Jack Holt",Drama,1918,Drama
The Claws of the Hun,Victor Schertzinger,"Charles Ray, Jane Novak, Robert McKim",Drama,1918,Drama
The Clutch of Circumstance,Henry Houry,"Corinne Griffith, Robert Gaillard",Drama,1918,Drama
Closin' In,James McLaughlin,"William Desmond, Maude Wayne",Drama,1918,Drama
Coals of Fire,Victor Schertzinger,"Enid Bennett, Fred Niblo, Melbourne MacDowell",Drama,1918,Drama
Code of the Yukon,Bertram Bracken,"Mitchell Lewis, Tom Santschi",Drama,1918,Drama
Come On In,John Emerson,"Shirley Mason, Ernest Truex",Comedy,1918,Comedy
Confession,Sidney Franklin,"Jewel Carmen, Lee Shumway",Drama,1918,Drama
Conquered Hearts,Francis J. Grandon,"Marguerite Marsh, Harry Myers",Drama,1918,Drama
Convict 993,William Parke,"Irene Castle, Warner Oland, Helene Chadwick",Drama,1918,Drama
The Craving,John Ford,"Francis Ford, Duke Worne",Drama,1918,Drama
The Cross Bearer,George Archainbaud,"Montagu Love, Jeanne Eagels",Drama,1918,Drama
Crown Jewels,Roy Clements,"Claire Anderson, Lillian Langdon",Drama,1918,Drama
The Cruise of the Make-Believes,George Melford,"Lila Lee, Harrison Ford, Raymond Hackett",Drama,1918,Drama
Cupid by Proxy,William Bertram,"Marie Osborne, Mildred Harris",Comedy,1918,Comedy
Cupid's Round Up,Edward LeSaint,"Tom Mix, Wanda Hawley",Western,1918,Western
The Curse of Iku,Frank Borzage,"Frank Borzage, Tsuru Aoki, Thomas Kurihara",Drama,1918,Drama
"Cyclone Higgins, D.D.",Christy Cabanne,"Francis X. Bushman, Beverly Bayne",Comedy,1918,Comedy
Daddy's Girl,William Bertram,"Marie Osborne, Lew Cody",Drama,1918,Drama
The Danger Game,Harry A. Pollard,"Madge Kennedy, Tom Moore",Comedy,1918,Comedy
"Danger, Go Slow",Robert Z. Leonard,"Mae Murray, Jack Mulhall, Lon Chaney",Comedy,1918,Comedy
The Danger Mark,Hugh Ford,"Elsie Ferguson, Mahlon Hamilton, Crauford Kent",Drama,1918,Drama
Danger Within,Rae Berger,"Zoe Rae, Winifred Greenwood",Drama,1918,Drama
The Danger Zone,Frank Beal,"Madlaine Traverse, Fritzi Ridgeway",Drama,1918,Drama
The Daredevil,Francis J. Grandon,"Gail Kane, Norman Trevor",Drama,1918,Drama
Daughter Angele,William C. Dowlan,"Pauline Starke, Philo McCullough",Drama,1918,Drama
A Daughter of France,Edmund Lawrence,"Virginia Pearson, Hugh Thompson",Drama,1918,Drama
A Daughter of the Old South,Émile Chautard,"Pauline Frederick, Pedro de Cordoba",Drama,1918,Drama
A Daughter of the West,William Bertram,"Marie Osborne, Leota Lorraine",Western,1918,Western
The Dawn of Understanding,David Smith,"Bessie Love, John Gilbert",Western,1918,Western
Daybreak,Albert Capellani,"Emily Stevens, Julian L'Estrange",Drama,1918,Drama
De Luxe Annie,Roland West,"Norma Talmadge, Eugene O'Brien, Frank R. Mills",Drama,1918,Drama
The Death Dance,J. Searle Dawley,"Alice Brady, Holmes Herbert, Mahlon Hamilton",Drama,1918,Drama
The Debt of Honor,Oscar Lund,"Peggy Hyland, Eric Mayne",Drama,1918,Drama
The Deciding Kiss,Tod Browning,"Edith Roberts, Hallam Cooley",Comedy,1918,Comedy
The Demon,George D. Baker,"Edith Storey, Charles K. Gerrard",Comedy,1918,Comedy
Denny from Ireland,William Clifford,"Shorty Hamilton, Ellen Terry",Comedy,1918,Comedy
Desert Law,Jack Conway,"Gayne Whitman, Jack Richardson, George C. Pearce",Western,1918,Western
A Desert Wooing,Jerome Storm,"Enid Bennett, Jack Holt",Drama,1918,Drama
The Desired Woman,Paul Scardon,"Harry T. Morey, Florence Deshon, Jean Paige",Drama,1918,Drama
Doing Their Bit,Kenean Buel,"Jane Lee, Franklyn Hanna",Comedy,1918,Comedy
A Doll's House,Maurice Tourneur,"Elsie Ferguson, Holmes Herbert",Drama,1918,Drama
Dolly Does Her Bit,William Bertram,"Marie Osborne, Ernest Morrison",Comedy,1918,Comedy
Dolly's Vacation,William Bertram,"Marie Osborne, Ernest Morrison",Comedy,1918,Comedy
Deuce Duncan,Thomas N. Heffron,"William Desmond, Louella Maxam",Western,1918,Western
The Devil's Wheel,Edward LeSaint,"Gladys Brockwell, William Scott",Drama,1918,Drama
A Diplomatic Mission,Jack Conway,"Earle Williams, Grace Darmond, Leslie Stuart",Comedy,1918,Comedy
The Divine Sacrifice,George Archainbaud,"Kitty Gordon, Selene Johnson",Drama,1918,Drama
The Doctor and the Woman,"Phillips Smalley, Lois Weber","Mildred Harris, True Boardman, Alan Roscoe",Mystery,1918,Mystery
Dodging a Million,George Loane Tucker,"Mabel Normand, Tom Moore",Comedy,1918,Comedy
The Dream Lady,Elsie Jane Wilson,"Carmel Myers, Thomas Holding, Harry von Meter",Comedy,1918,Comedy
The Eagle,Elmer Clifton,"Monroe Salisbury, Alfred Allen",Western,1918,Western
The Eleventh Commandment,Ralph Ince,"Lucille Lee Stewart, Carleton Macy",Drama,1918,Drama
The Embarrassment of Riches,Edward Dillon,Lillian Walker,Comedy,1918,Comedy
The Empty Cab,Douglas Gerrard,"Franklyn Farnum, Eileen Percy",Mystery,1918,Mystery
Empty Pockets,Herbert Brenon,"Bert Lytell, Barbara Castleton",Mystery,1918,Mystery
Eve's Daughter,James Kirkwood,"Billie Burke, Thomas Meighan, Lionel Atwill",Comedy,1918,Comedy
Every Mother's Son,Raoul Walsh,"Charlotte Walker, Percy Standing",War,1918,War
Everybody's Girl,Tom Terriss,"Alice Joyce, Walter McGrail",Comedy,1918,Comedy
Everywoman's Husband,Gilbert P. Hamilton,"Gloria Swanson, Joe King, Lillian Langdon",Drama,1918,Drama
Eye for Eye,Albert Capellani,"Alla Nazimova, Charles Bryant, Sally Crute",Drama,1918,Drama
The Eyes of Julia Deep,Lloyd Ingraham,"Mary Miles Minter, Allan Forrest",Comedy drama,1918,Comedy drama
The Eyes of Mystery,Tod Browning,"Edith Storey, Bradley Barker",Mystery,1918,Mystery
The Face in the Dark,Hobart Henley,"Mae Marsh, Niles Welch, Alec B. Francis",Mystery,1918,Mystery
Face Value,Robert Z. Leonard,"Mae Murray, Wheeler Oakman",Drama,1918,Drama
Fair Enough,Edward Sloman,"Margarita Fischer, Eugenie Forde",Comedy,1918,Comedy
The Fair Pretender,Charles Miller,"Madge Kennedy, Tom Moore, Robert Walker",Drama,1918,Drama
Faith Endurin',Clifford Smith,"Roy Stewart, Fritzi Ridgeway",Western,1918,Western
Fallen Angel,Robert Thornby,"Jewel Carmen, Charles Clary, Lee Shumway",Drama,1918,Drama
False Ambition,Gilbert P. Hamilton,"Alma Rubens, Peggy Pearce",Drama,1918,Drama
Fame and Fortune,Lynn Reynolds,"Tom Mix, Kathleen O'Connor",Western,1918,Western
The Family Skeleton,"Victor Schertzinger, Jerome Storm","Charles Ray, Sylvia Breamer, Andrew Arbuckle",Drama,1918,Drama
Fan Fan,"Chester M. Franklin, Sidney Franklin","Virginia Lee Corbin, Francis Carpenter, Gertrude Messinger",Comedy,1918,Comedy
Fast Company,Lynn Reynolds,"Lon Chaney, Franklyn Farnum, Juanita Hansen",Comedy,1918,Comedy
Fedora,Edward José,"Pauline Frederick, Alfred Hickman",Drama,1918,Drama
Fields of Honor,Ralph Ince,"Mae Marsh, Marguerite Marsh",Drama,1918,Drama
The Fighting Grin,Joseph De Grasse,"Franklyn Farnum, Edith Johnson, J. Morris Foster",Western comedy,1918,Western comedy
Find the Woman,Tom Terriss,"Alice Joyce, Walter McGrail, Henry Houry",Drama,1918,Drama
The Firebrand,Edmund Lawrence,"Virginia Pearson, Carleton Macy, Herbert Evans",Drama,1918,Drama
The Firefly of France,Donald Crisp,"Wallace Reid, Ann Little, Raymond Hatton",Drama,1918,Drama
Fires of Youth,Rupert Julian,"Ruth Clifford, Ralph Lewis",Drama,1918,Drama
The First Law,Lawrence McGill,"Irene Castle, Antonio Moreno",Mystery,1918,Mystery
Five Thousand an Hour,Ralph Ince,"Hale Hamilton, Lucille Lee Stewart",Comedy,1918,Comedy
The Flames of Chance,Raymond Wells,"Margery Wilson, Jack Mulhall",Comedy,1918,Comedy
Flare-Up Sal,Roy William Neill,"Dorothy Dalton, Thurston Hall",Drama,1918,Drama
The Flash of Fate,Elmer Clifton,"Herbert Rawlinson, Sally Starr, Jack Nelson",Crime,1918,Crime
The Floor Below,Clarence G. Badger,"Mabel Normand, Tom Moore",Comedy,1918,Comedy
Flower of the Dusk,John H. Collins,"Viola Dana, Howard Hall",Drama,1918,Drama
The Fly God,Clifford Smith,"Roy Stewart, Claire Anderson",Western,1918,Western
For Freedom,Frank Lloyd,"William Farnum, Coit Albertson, Rubye De Remer",Drama,1918,Drama
For the Freedom of the East,Ira M. Lowry,"Robert Elliott, Lady Tsen Mei",Drama,1918,Drama
For Husbands Only,"Lois Weber, Phillips Smalley","Mildred Harris, Lew Cody, Kathleen Kirkham",Comedy drama,1918,Comedy drama
For Sale,Fred E. Wright,"Gladys Hulette, Creighton Hale, Helene Chadwick",Drama,1918,Drama
The Forbidden City,Sidney Franklin,"Norma Talmadge, Thomas Meighan",Drama,1918,Drama
The Forbidden Path,J. Gordon Edwards,"Theda Bara, Walter Law",Drama,1918,Drama
Free and Equal,Roy William Neill,"Charles K. French, Gloria Hope, Lydia Knott",Drama,1918,Drama
Friend Husband,Clarence G. Badger,"Madge Kennedy, Rockliffe Fellowes",Comedy drama,1918,Comedy drama
From Two to Six,Albert Parker,"Winifred Allen, Earle Foxe, Forrest Robinson",Comedy drama,1918,Comedy drama
Fuss and Feathers,Fred Niblo,"Enid Bennett, Douglas MacLean",Comedy,1918,Comedy
A Game with Fate,Paul Scardon,"Harry T. Morey, Betty Blythe, Denton Vane",Mystery,1918,Mystery
The Gates of Gladness,Harley Knoles,"Madge Evans, Gerda Holmes, George MacQuarrie",Drama,1918,Drama
A Gentleman's Agreement,David Smith,"Gayne Whitman, Nell Shipman",Drama,1918,Drama
The Ghost Flower,Frank Borzage,"Alma Rubens, Francis McDonald",Drama,1918,Drama
The Ghost of Rosy Taylor,Edward Sloman,"Mary Miles Minter, Allan Forrest, George Periolat",Drama,1918,Drama
The Ghost of Slumber Mountain,Willis O'Brien,"Herbert M. Dawley, Willis O'Brien",Fantasy,1918,Fantasy
The Ghost of the Rancho,William Worthington,"Bryant Washburn, Rhea Mitchell, Joseph J. Dowling",Western,1918,Western
The Ghosts of Yesterday,Charles Miller,"Norma Talmadge, Eugene O'Brien, Stuart Holmes",Drama,1918,Drama
The Girl and the Judge,John B. O'Brien,"Olive Tell, David Powell",Drama,1918,Drama
The Girl from Beyond,William Wolbert,"Nell Shipman, Gayne Whitman",Drama,1918,Drama
